"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","whiff_percent"
"Vogelbach, Daniel",596129,2024,70,79,1,21.5,".186",".300",".278","0.578","0.114",".231","0",".262","72.5","7.6","90.9","8.1",35.8,9.4,5.7,15.7
"Bruján, Vidal",660644,2023,76,84,0,25,".171",".197",".241","0.438","0.026",".236","2",".206","68.3","7","86","12",19.6,1.8,1.8,22.8
"Clement, Ernie",676391,2023,50,52,1,7.7,".380",".500",".385","0.885","0.120",".391","0",".378","65.8","6.7","84.1","16.3",36.2,2.1,2.1,10.1
"Grandal, Yasmani",518735,2024,215,243,9,18.9,".228",".400",".304","0.704","0.172",".248","0",".308","70.3","7.4","91.1","11.1",31.8,9.8,6.4,20.1
"Refsnyder, Rob",608701,2023,202,243,1,19.3,".248",".317",".365","0.682","0.069",".316","5",".314","72.9","7.3","87.7","11.9",42,3.8,7,23.1
"Guillorme, Luis",641645,2024,161,187,0,19.3,".205",".273",".301","0.574","0.068",".260","0",".263","64.9","7.5","85.5","5.7",32.8,2.3,3.1,18.9
"Rodgers, Brendan",663898,2023,178,192,4,21.4,".258",".388",".313","0.701","0.130",".316","3",".307","72","7.1","88.3","4.8",35.8,10.9,5.1,25.4
"Andrus, Elvis",462101,2023,374,406,6,17.5,".251",".358",".304","0.662","0.107",".294","4",".290","68.3","7.7","87.5","5.5",28.1,2.6,4.9,20.1
"Lowe, Brandon",664040,2023,377,436,21,27.3,".231",".443",".328","0.771","0.212",".275","6",".334","73.3","7.1","91.4","16",32.6,10.7,7.3,32
"Castro, Harold",605612,2023,258,270,1,24.4,".252",".314",".275","0.589","0.062",".332","0",".258","66.6","6.5","86.2","10",38.5,3.1,3.6,28.6
"Andujar, Miguel",609280,2024,302,319,4,13.2,".285",".377",".320","0.697","0.092",".319","3",".306","71.6","7.6","86.1","9.2",26.1,2.7,3.1,16
"Tromp, Chadwick",644433,2024,52,54,0,31.5,".250",".365",".259","0.624","0.115",".361","0",".266","72.7","7.9","88.1","6",38.9,2.8,8.3,36.7
"Moreno, Gabriel",672515,2024,305,351,5,14.8,".266",".380",".353","0.733","0.114",".303","2",".325","70.7","7","90","8.8",33.6,6.6,5.9,18.5
"Urshela, Gio",570482,2023,214,228,2,15.8,".299",".374",".329","0.703","0.075",".346","1",".307",,,"87.5","8.6",34.8,3.9,4.4,18.8
"Gamel, Ben",592325,2024,81,99,1,24.2,".247",".333",".384","0.717","0.086",".339","0",".327","70.5","7.3","89.1","12.8",47.4,10.5,1.8,34.2
"Urías, Ramón",602104,2023,360,396,4,25.5,".264",".375",".328","0.703","0.111",".355","8",".310","70.8","7.4","89.2","7.9",30.4,6.9,3.1,28.7
"Donovan, Brendan",680977,2023,327,371,11,14.3,".284",".422",".365","0.787","0.138",".311","9",".345","69.6","6.8","89.3","10.6",37.3,5.8,7.6,14.8
"Refsnyder, Rob",608701,2024,272,307,11,25.4,".283",".471",".359","0.830","0.188",".359","5",".358","72.8","7.6","89.6","10.7",32.8,9.7,4.6,28.1
"Stott, Bryson",681082,2024,506,571,11,16.3,".245",".356",".315","0.671","0.111",".275","3",".296","68.2","7.1","87","14",35.3,3.6,5.2,17
"Biggio, Cavan",624415,2023,289,338,9,26,".235",".370",".340","0.710","0.135",".304","7",".318","67.8","6.9","88.4","15.7",41.4,7.4,7.4,23.8
"McGuire, Reese",624512,2023,187,206,1,25.7,".267",".358",".310","0.668","0.091",".366","1",".293","67.5","8","84","2.8",33.6,2.9,3.6,23.1
"Heim, Jonah",641680,2023,457,501,18,19.2,".258",".438",".317","0.755","0.180",".289","1",".324","68.4","7.3","89.2","17.3",34.3,8,6.9,22.5
"Margot, Manuel",622534,2024,315,343,4,15.7,".238",".337",".289","0.626","0.099",".273","3",".276","72","7.3","88.2","13.8",30.9,4.9,5.3,20.6
"Sosa, Edmundo",624641,2024,249,274,7,24.1,".257",".422",".313","0.735","0.165",".320","8",".318","73.1","8.3","89.2","12.8",28.5,8.6,4.3,31.4
"Hayes, Ke'Bryan",663647,2024,365,396,4,18.9,".233",".290",".283","0.573","0.057",".279","4",".256","72.1","6.9","88.9","4.8",29.9,2.4,6.5,18.1
"Merrifield, Whit",593160,2023,547,592,11,17.1,".272",".382",".318","0.700","0.110",".313","3",".304","64.8","6.9","85.1","14.4",37.2,2.4,5.3,19.5
"Pham, Tommy",502054,2024,440,478,9,22.2,".248",".368",".305","0.673","0.120",".307","2",".297","72.6","6.9","90.4","11",32.2,7.2,7.8,22.5
"India, Jonathan",663697,2024,533,637,15,19.6,".248",".392",".357","0.749","0.144",".292","15",".333","71.7","7.2","87.2","13.5",39.3,7.7,5.8,19.2
"Westburg, Jordan",676059,2023,208,228,3,24.6,".260",".404",".311","0.715","0.144",".336","1",".309","70.2","6.9","90.2","13.4",38.1,6.5,10.3,26
"Trammell, Taylor",666211,2023,46,56,3,39.3,".130",".326",".286","0.612","0.196",".143","1",".279","69.1","8.6","91.5","26.2",16.7,16.7,8.3,42.2
"Hays, Austin",669720,2024,235,255,5,23.1,".255",".396",".303","0.699","0.141",".318","8",".303","72.6","7.2","88.9","14.9",30.2,6.7,7.8,29.1
"Encarnacion-Strand, Christian",687952,2023,222,241,13,28.6,".270",".477",".328","0.805","0.207",".336","5",".346","73.4","7.3","90.3","18.6",38.6,10.5,8.5,29.4
"Marlowe, Cade",687799,2023,88,100,3,33,".239",".420",".330","0.750","0.181",".346","0",".327","68.7","6.7","86.6","20.8",41.8,7.3,5.5,29.4
"Shewmake, Braden",669699,2024,64,67,1,14.9,".125",".203",".134","0.337","0.078",".127","0",".144","69.6","7.1","86.5","14.3",28.6,3.6,3.6,26.3
"Bride, Jonah",681146,2024,232,272,11,20.2,".276",".461",".357","0.818","0.185",".306","3",".351","67.9","7.2","87.1","11.8",29.9,5.4,4.3,16.7
"Stephenson, Tyler",663886,2023,465,517,13,26.1,".243",".378",".317","0.695","0.135",".314","4",".305","70.4","7.5","89.4","8.9",33.5,7.6,9.4,28.4
"Castro, Rodolfo",666801,2023,227,256,6,28.9,".211",".322",".297","0.619","0.111",".284","5",".277","71.9","7.6","87.2","7.6",27.9,7.8,2.6,32.9
"Cron, C.J.",543068,2023,258,278,12,23.4,".248",".434",".295","0.729","0.186",".284","1",".312","73.6","8.2","87.7","12.8",31.8,13.8,6.7,28.3
"Carroll, Corbin",682998,2024,589,684,22,19,".231",".428",".322","0.750","0.197",".256","10",".325","73.7","7","89.3","12",27.8,7.2,7,20.3
"Kepler, Max",596146,2024,368,399,8,20.1,".253",".380",".302","0.682","0.127",".300","5",".298","71.4","7.4","88.9","16.8",35.4,6.2,7.2,24.4
"Lindor, Francisco",596019,2024,618,689,33,18.4,".273",".500",".344","0.844","0.227",".295","12",".363","72.4","7.6","90.9","17",35.4,13.6,5.7,23.7
"Reynolds, Bryan",668804,2023,574,640,24,21.6,".263",".460",".330","0.790","0.197",".304","7",".338","70.2","6.9","90.9","10.9",36.9,11.1,6.6,28.2
"Hedges, Austin",595978,2024,132,146,2,34.2,".152",".220",".203","0.423","0.068",".220","3",".191","69.8","7.4","84.8","21.4",24.1,1.1,5.7,32.9
"Gelof, Zack",680869,2024,497,547,17,34.4,".211",".362",".270","0.632","0.151",".296","4",".276","71.6","7.3","89.2","14.2",34.4,8.8,6.3,36.4
"Hoerner, Nico",663538,2023,619,688,9,12.1,".283",".383",".346","0.729","0.100",".312","14",".322","68.8","7.1","86.6","10.5",33.2,1.8,4.2,12.5
"Capel, Conner",668843,2023,73,86,0,29.1,".260",".329",".372","0.701","0.069",".396","1",".322",,,"86.4","13.1",41.7,0,4.2,29.9
"Adams, Riley",656180,2023,143,158,4,28.5,".273",".476",".331","0.807","0.203",".368","2",".344","75.2","8.1","89.9","18.1",42,5,12,28.3
"Grissom, Vaughn",687093,2023,75,80,0,18.8,".280",".347",".313","0.660","0.067",".344","2",".289","69","7.6","86.2","5.1",29.5,6.6,1.6,20
"Adell, Jo",666176,2023,58,62,3,40.3,".207",".448",".258","0.706","0.241",".300","0",".299","79.2","7.9","87.3","12.6",18.2,9.1,3,38.5
"Donaldson, Josh",518626,2023,165,189,13,26.5,".152",".418",".249","0.667","0.266",".115","0",".284","73.3","7.7","92.1","11.7",23.1,16.2,5.1,26.7
"Abreu, Wilyer",677800,2024,399,447,15,28,".253",".459",".322","0.781","0.206",".326","3",".336","74.6","7.4","91.6","19.2",33.7,11.1,7.5,29.6
"Suárez, Eugenio",553993,2024,571,640,30,27.5,".256",".469",".319","0.788","0.213",".309","9",".337","72.2","7.8","89.1","19.5",40.4,11.3,8.9,29.1
"Matos, Luis",682641,2024,150,156,5,15.4,".213",".347",".237","0.584","0.134",".221","0",".250","71.7","7.2","86.9","14.1",29.1,3.9,7.1,15.6
"Burger, Jake",669394,2024,535,579,29,25.9,".250",".460",".301","0.761","0.210",".292","9",".325","74.7","7.5","91.3","13",32.4,12.3,7.7,30.1
"Rafaela, Ceddanne",678882,2024,544,571,15,26.4,".246",".390",".274","0.664","0.144",".312","7",".286","70.1","7.5","86.6","14.9",34.9,7.5,5,33
"Vargas, Ildemaro",545121,2023,262,286,4,7,".252",".363",".304","0.667","0.111",".259","1",".292","69.5","7.3","87.1","4.1",26,2.4,4.1,12.6
"Stallings, Jacob",607732,2023,241,276,3,24.3,".191",".286",".278","0.564","0.095",".249","3",".256","67.2","7.1","89.7","9.1",28.5,5.6,5.6,22.8
"Casali, Curt",592200,2023,80,96,0,24,".175",".200",".290","0.490","0.025",".246","2",".239","69.3","7.6","85.1","21",30,1.7,6.7,24.7
"Ozuna, Marcell",542303,2024,606,688,39,24.7,".302",".546",".378","0.924","0.244",".359","3",".395","74","7.4","92.1","14.4",40.5,15.5,11.4,31.4
"Garver, Mitch",641598,2023,296,344,19,23.8,".270",".500",".370","0.870","0.230",".313","3",".374","70.8","7.1","90","20.5",35.5,12.6,7.9,23.7
"Díaz, Elias",553869,2023,486,526,14,22.4,".267",".409",".316","0.725","0.142",".324","2",".314","73.6","7","88.1","12.7",31.2,6.2,4.3,28.4
"Vierling, Matt",663837,2024,518,567,16,21.3,".257",".423",".312","0.735","0.166",".303","3",".317","71.1","7.4","89.8","11.7",34.1,7.5,5.5,19.5
"Canzone, Dominic",686527,2023,173,182,6,17.6,".220",".399",".258","0.657","0.179",".237","1",".282","70.9","7.2","89.7","16.3",31.9,12.1,6.4,25.5
"Bae, Ji Hwan",678225,2024,74,81,0,29.6,".189",".216",".247","0.463","0.027",".275","0",".213","69.1","6.8","87.3","2.4",31.4,11.8,2,31.8
"Lowe, Brandon",664040,2024,385,425,21,26.4,".244",".473",".311","0.784","0.229",".287","5",".335","73.4","7.1","89.8","14.5",39.6,12.4,6.9,32.7
"Báez, Javier",595879,2024,272,289,6,23.9,".184",".294",".221","0.515","0.110",".220","2",".224","74.8","8.6","88.3","11.2",27.7,7.8,6.3,30.2
"Calhoun, Willie",641432,2024,229,254,5,12.2,".245",".380",".315","0.695","0.135",".263","1",".305","69.9","6.7","89","12.4",30.2,3,5.5,13.2
"Stubbs, Garrett",596117,2024,164,187,1,26.7,".207",".262",".296","0.558","0.055",".289","4",".258","66.6","7.1","79.7","19.4",40.9,0,4.3,24.9
"Robles, Victor",645302,2023,107,126,0,14.3,".299",".364",".385","0.749","0.065",".360","4",".338",,,"86.7","9.9",25.8,2.2,5.4,22
"Mendick, Danny",664901,2023,65,69,1,21.7,".185",".277",".232","0.509","0.092",".224","0",".226","67.8","7.1","89.1","11",32,4,2,24.2
"Newman, Kevin",621028,2024,288,311,3,15.4,".278",".375",".311","0.686","0.097",".322","0",".298","67.6","6.7","85.6","9.7",25,1.6,1.6,17.3
"Reyes, Pablo",622569,2024,60,64,0,29.7,".183",".217",".234","0.451","0.034",".268","1",".207","69.2","7.2","88","13.2",31.7,4.9,0,19.8
"Martinez, J.D.",502110,2024,434,495,16,28.5,".235",".406",".320","0.726","0.171",".308","6",".318","72.9","8.4","91","14.4",39.3,14.9,4.4,31.5
"Loftin, Nick",679845,2024,148,171,1,14,".189",".236",".282","0.518","0.047",".216","1",".242","69.5","7.4","83.6","9.9",30.7,3.1,1.6,15.3
"Mitchell, Garrett",669003,2023,65,73,3,35.6,".246",".446",".315","0.761","0.200",".351","0",".326","74.3","7.3","86.7","7.5",40,10,5,39.7
"Eaton, Nate",681987,2023,53,56,0,37.5,".075",".075",".125","0.200","0.000",".125","1",".101",,,"84.3","10.4",25,0,3.1,36.9
"Carter, Evan",694497,2024,144,162,5,26.5,".188",".361",".272","0.633","0.173",".227","2",".278","71","7.1","86","13.9",33.3,5.9,5.9,23.4
"Baty, Brett",683146,2023,353,389,9,28,".212",".323",".275","0.598","0.111",".280","2",".266","75.8","7.7","89.5","6.6",33.3,7.7,6.5,31.6
"Ortiz, Joey",687401,2024,440,511,11,20.2,".239",".398",".329","0.727","0.159",".283","6",".319","73.4","7.5","87.8","9.9",26.6,4.6,5.2,17.1
"Basabe, Osleivis",678545,2023,87,94,1,26.6,".218",".310",".277","0.587","0.092",".295","1",".262","70.7","6.7","88.4","-2.3",29,3.2,6.5,24.9
"Carter, Evan",694497,2023,62,75,5,32,".306",".645",".413","1.058","0.339",".412","0",".435","71.4","7.2","89","9",43.6,10.3,10.3,30.2
"Domínguez, Jasson",691176,2024,56,67,2,28.4,".179",".304",".313","0.617","0.125",".229","0",".285","75.4","7.7","89.4","5.1",24.3,10.8,2.7,23.4
"Tucker, Kyle",663656,2023,574,674,29,13.6,".284",".517",".369","0.886","0.233",".289","3",".372","71.8","7.6","90.2","14.8",35.4,10.6,8.1,18.5
"Maton, Nick",665155,2023,249,293,8,24.9,".173",".305",".288","0.593","0.132",".206","3",".268","69.4","6.4","86.1","18.2",31.8,8.4,2.8,31.2
"Alu, Jake",666906,2023,159,175,2,24,".226",".289",".282","0.571","0.063",".291","3",".256","67.8","6.7","88.6","5.1",35.8,2.5,5.8,26.5
"Murphy, Sean",669221,2024,233,264,10,25.4,".193",".352",".284","0.636","0.159",".223","3",".281","73.3","7.9","88","10.5",25.7,9.6,4.2,28.4
"Lopez, Nicky",670032,2023,225,262,1,15.3,".231",".307",".326","0.633","0.076",".276","6",".288","65.3","6.7","86.7","0.5",32.1,1.1,5.3,22
"De La Cruz, Elly",682829,2023,388,427,13,33.7,".235",".410",".300","0.710","0.175",".336","2",".305","76.7","7.5","91.2","3.6",30.5,8.5,4.5,29.7
"Anderson, Brian",605119,2023,318,361,9,29.9,".226",".368",".310","0.678","0.142",".309","4",".299","72.4","7.5","87.6","9.9",34.3,10.3,6.1,33.3
"Dozier, Hunter",641531,2023,82,91,2,31.9,".183",".305",".253","0.558","0.122",".250","0",".247",,,"84.4","12.3",29.6,3.7,3.7,33.1
"Larnach, Trevor",663616,2024,355,400,15,22.3,".259",".434",".338","0.772","0.175",".304","3",".336","72.8","7.4","92","12.4",36.2,10.1,8.6,27.9
"Dingler, Dillon",693307,2024,84,87,1,34.5,".167",".310",".195","0.505","0.143",".245","0",".217","71.6","7.6","89.8","9.6",35.2,3.7,11.1,28.7
"Rivera, Emmanuel",656896,2024,265,302,5,22.8,".238",".343",".312","0.655","0.105",".296","5",".291","69.6","6.9","89.7","8.7",33.7,7.9,5.9,28.3
"Gallo, Joey",608336,2024,223,260,10,39.2,".161",".336",".277","0.613","0.175",".232","4",".276","72.4","7.3","90.5","26.1",32.8,13.1,8.2,39.6
"Outman, James",681546,2023,483,567,23,31.9,".248",".437",".353","0.790","0.189",".343","12",".344","73.4","7.8","87.9","15.7",38.2,11.1,3.9,36.6
"Dunn, Oliver",686554,2024,95,104,1,38.5,".221",".316",".282","0.598","0.095",".370","2",".266","75.2","7.6","89.1","6.6",33.9,5.4,10.7,36.2
"Short, Zack",670097,2024,70,88,0,27.3,".129",".171",".282","0.453","0.042",".196","1",".228","70","7","88.6","21.2",34.7,4.1,8.2,26.6
"Verdugo, Alex",657077,2024,559,621,13,15,".233",".356",".291","0.647","0.123",".253","1",".283","68.3","6.3","88.3","9.9",31.6,5.6,6.1,15.5
"Wong, Connor",657136,2024,447,487,13,23.4,".280",".425",".333","0.758","0.145",".348","9",".330","72","7.3","86.5","12.9",30.7,6.3,5.4,28.8
"Vierling, Matt",663837,2023,479,530,10,21.1,".261",".388",".329","0.717","0.127",".321","5",".315","71.3","7.5","89.1","9.1",32.2,4.6,5.1,19.4
"Fletcher, Dominic",666150,2023,93,102,2,21.6,".301",".441",".350","0.791","0.140",".377","0",".340",,,"89.7","8.5",38.4,4.1,8.2,21.1
"Rosario, Amed",642708,2023,510,545,6,18.2,".263",".378",".305","0.683","0.115",".314","3",".297","71.2","7.2","88.3","7.6",33.8,3.4,5.8,23.1
"Blanco, Dairon",680118,2024,120,132,4,24.2,".258",".392",".308","0.700","0.134",".318","1",".306","74.1","7.5","89","8.6",26.7,7.8,10,32.9
"Olivares, Edward",658668,2023,354,385,12,16.6,".263",".452",".317","0.769","0.189",".289","7",".329","71","7.3","87.3","12.2",34.2,7.9,7.5,22.9
"Carlson, Dylan",666185,2023,219,255,5,19.2,".219",".333",".318","0.651","0.114",".256","7",".293","69.9","7","89.3","15",34.1,5.8,8.1,22.6
"Happ, Ian",664023,2024,569,657,25,25.6,".243",".441",".341","0.782","0.198",".299","6",".341","72.4","7","90.8","15.1",37,11.7,7.7,27.9
"Devers, Rafael",646240,2024,525,601,28,24.5,".272",".516",".354","0.870","0.244",".323","3",".364","72.5","7.4","93.2","11.6",35.2,13,8.6,30.9
"Ruiz, Keibert",660688,2023,523,562,18,10.3,".260",".409",".308","0.717","0.149",".263","6",".310","66.4","7.1","87.4","15.3",39.4,5.8,4.9,14.3
"Dalbec, Bobby",666915,2023,49,53,1,52.8,".204",".306",".264","0.570","0.102",".450","0",".254","70.9","7.1","92.2","13.3",42.9,23.8,4.8,47.3
"Cave, Jake",595909,2023,184,203,5,27.1,".212",".348",".272","0.620","0.136",".270","1",".271","68.9","6.9","89.3","15.3",29.5,7.6,5.3,27
"Williams, Alika",675961,2023,101,112,0,31.3,".198",".248",".270","0.518","0.050",".303","1",".238","69.2","6.9","83.4","10.1",38.8,3,4.5,31.7
"Tellez, Rowdy",642133,2024,383,421,13,21.1,".243",".392",".299","0.691","0.149",".280","2",".301","74.4","8","89.4","17",32.4,8,5.7,21.9
"McKenna, Ryan",663630,2023,122,139,2,28.8,".254",".361",".316","0.677","0.107",".354","3",".298","73.4","7.3","91","13",31,6.9,4.6,34.7
"Arroyo, Christian",624414,2023,195,206,3,21.8,".241",".369",".268","0.637","0.128",".295","1",".274","71.9","7.5","86.3","11.1",35.9,4.6,5.2,25.3
"Caballero, José",676609,2023,231,280,4,23.6,".221",".320",".343","0.663","0.099",".285","17",".305","69.3","6.7","83.3","21.5",33.1,3.6,4.1,23.2
"Jiménez, Eloy",650391,2024,324,349,6,20.1,".238",".336",".289","0.625","0.098",".285","2",".276","73.9","7.2","92","4.3",25.1,7.8,3.9,26.2
"Jansen, Danny",643376,2024,278,324,9,18.8,".205",".349",".309","0.658","0.144",".227","3",".294","69","6.9","86.6","21.7",34.1,6.4,5.9,20.9
"Lukes, Nathan",664770,2024,76,91,1,9.9,".303",".447",".371","0.818","0.144",".319","0",".351","66.2","6.4","88.9","13.6",36.1,4.2,4.2,14.8
"Diaz, Jordan",672478,2023,272,293,10,23.5,".221",".364",".273","0.637","0.143",".258","3",".278","73.2","7.4","90","5.4",29.9,6.4,8.8,29.9
"Merrifield, Whit",593160,2024,293,335,4,15.5,".222",".314",".311","0.625","0.092",".257","3",".283","63.4","6.9","84.1","12.9",34.3,2.4,3.3,18.7
"Marte, Starling",516782,2024,335,370,7,21.9,".269",".388",".327","0.715","0.119",".333","3",".313","72.4","7.3","89.8","4.3",37.1,6.9,7.3,28.4
"Alexander, Blaze",677942,2024,166,185,3,26.5,".247",".343",".321","0.664","0.096",".333","3",".298","73.1","7.3","88.5","8.5",22.9,3.4,5.9,29.6
"Cameron, Daz",663662,2024,170,186,5,27.4,".200",".329",".258","0.587","0.129",".250","1",".258","72.9","6.8","91.6","8.6",36.4,8.3,6.6,28.3
"Baty, Brett",683146,2024,153,171,4,24.6,".229",".327",".306","0.633","0.098",".290","1",".282","73.5","7.6","86.6","10.3",27.7,5.4,6.3,26.2
"DeJong, Paul",657557,2024,445,482,24,32.4,".227",".427",".276","0.703","0.200",".285","9",".302","72","6.9","87.8","20",36.4,10.2,8.5,34.9
"Tucker, Cole",657061,2024,50,57,0,29.8,".180",".300",".263","0.563","0.120",".265","0",".250","65.6","6.8","90.2","7.7",35.3,0,11.8,27.2
"Maile, Luke",571912,2024,135,154,2,33.8,".178",".252",".268","0.520","0.074",".268","4",".241","67.7","6.7","84.7","11.3",37.6,3.5,4.7,28.8
"Cabbage, Trey",663550,2023,53,56,1,46.4,".208",".321",".232","0.553","0.113",".370","0",".238","75.1","7.8","86.7","4.6",28.6,7.1,0,51.4
"Langeliers, Shea",669127,2024,482,534,29,27.2,".224",".450",".288","0.738","0.226",".252","5",".315","74.1","7.3","91.3","16.3",35.3,12.8,5.2,29.2
"Smith, Josh",669701,2023,195,232,6,23.7,".185",".328",".304","0.632","0.143",".222","9",".287","69.4","6.4","88.5","12.5",30.8,10.5,7.7,21.3
"Calhoun, Kole",594777,2023,157,174,6,21.3,".217",".376",".282","0.658","0.159",".241","2",".286","69.4","7","86.6","19.9",33.6,6.6,5.7,22.9
"Kavadas, Niko",694359,2024,93,106,4,38.7,".183",".333",".283","0.616","0.150",".271","2",".278","70.5","7","91.7","27.3",42.3,11.5,7.7,34.1
"Slater, Austin",596103,2023,185,207,5,28,".270",".400",".348","0.748","0.130",".369","2",".330","73.3","7.1","91.1","7.5",34.6,11.8,4.7,29.8
"Aranda, Jonathan",666018,2024,128,143,6,22.4,".234",".430",".308","0.738","0.196",".264","2",".320","70.1","7.3","91.9","11",34,16.5,8.2,21.9
"Estrada, Thairo",642731,2024,364,381,9,19.9,".217",".343",".247","0.590","0.126",".249","5",".256","71","7.2","86.2","10.5",30.3,4.8,5.9,20.5
"Julien, Edouard",666397,2023,338,408,16,31.4,".263",".459",".381","0.840","0.196",".371","2",".366","71.1","6.8","89.5","8",38.8,13.1,7.5,29.1
"Gelof, Zack",680869,2023,270,300,14,27.3,".267",".504",".337","0.841","0.237",".331","3",".357","71.5","7.1","89.8","11.8",38.6,11.1,7.9,33.7
"Peraza, Oswald",672724,2023,173,191,2,26.2,".191",".272",".267","0.539","0.081",".256","5",".246","71.8","7.4","87.2","9.8",27.6,4.1,4.1,33.1
"Beaty, Matt",607461,2023,61,72,0,19.4,".230",".295",".347","0.642","0.065",".298","5",".300","68.1","7.2","82.3","7.5",34,0,4.3,21.2
"Freeman, Tyler",671289,2023,153,168,4,17.9,".242",".366",".295","0.661","0.124",".275","2",".290","72.3","7.4","85.8","6.2",38.9,3.2,7.1,17.8
"Turner, Justin",457759,2024,460,539,11,17.6,".259",".383",".354","0.737","0.124",".299","13",".327","65.1","6.3","87.1","17.8",40.1,4.6,6.7,17
"Walls, Taylor",670764,2023,303,349,8,26.4,".201",".333",".305","0.638","0.132",".261","1",".287","69.3","7.3","86.7","19.1",32.1,3.3,5.7,27.2
"Lowe, Nathaniel",663993,2023,623,724,17,22.8,".262",".414",".360","0.774","0.152",".329","5",".340","74.1","7.4","89.8","7.2",36.7,6.5,6.3,20.6
"Escobar, Eduardo",500871,2023,288,309,6,25.2,".226",".344",".269","0.613","0.118",".286","0",".267","68.3","6.8","86.3","14.4",30.5,3.8,5.6,28.3
"Grossman, Robbie",543257,2024,208,245,3,23.7,".212",".293",".322","0.615","0.081",".275","1",".283","67.5","6.5","86.3","13.3",30.3,3.3,4.6,22.7
"Diaz, Yainer",673237,2024,585,619,16,17.3,".299",".441",".325","0.766","0.142",".338","2",".329","72.5","7.4","90.2","8.9",35,7.6,8.4,24
"Morel, Christopher",666624,2023,388,429,26,31,".247",".508",".313","0.821","0.261",".303","2",".347","75.7","8","92.1","12.4",29.5,15.9,5,37
"Del Castillo, Adrian",680728,2024,80,87,4,32.2,".313",".525",".368","0.893","0.212",".438","0",".384","72.4","7.2","87.6","18.3",36.5,11.5,3.8,31.1
"Lewis, Royce",668904,2023,217,239,15,23,".309",".548",".372","0.920","0.239",".354","2",".393","75.2","7.8","90.2","16.2",33.3,11.7,6.8,27.3
"Carpenter, Kerry",681481,2024,264,296,18,25.3,".284",".587",".345","0.932","0.303",".328","4",".390","71.5","7.5","90.5","17.6",40.1,17.7,5.7,30.3
"Toglia, Michael",669911,2024,399,458,25,32.1,".218",".456",".311","0.767","0.238",".270","1",".329","73.2","7.5","92.1","15.1",39.2,17.3,8.6,34.9
"Young, Jacob",696285,2023,107,121,0,18.2,".252",".336",".322","0.658","0.084",".318","1",".294","68","7.1","86.4","1.8",31.8,0,10.2,20.9
"Jankowski, Travis",608671,2023,247,287,1,14.6,".263",".332",".357","0.689","0.069",".311","2",".312","66.4","6.2","85.4","8.1",28.8,0,4.3,14.8
"Bichette, Bo",666182,2024,311,336,4,19,".225",".322",".277","0.599","0.097",".269","3",".264","70.4","7.3","89.2","7.2",31.3,4.4,7.2,22
"Nimmo, Brandon",607043,2023,592,682,24,21.4,".274",".466",".363","0.829","0.192",".324","11",".359","72.7","7.2","91.8","12.2",33.5,9.5,6.4,22
"Smith, Dominic",642086,2024,275,307,6,24.8,".233",".378",".313","0.691","0.145",".301","4",".306","68.8","7","89.3","13",37.7,10.6,7,25.3
"Hernández, Teoscar",606192,2023,625,678,26,31.1,".258",".435",".305","0.740","0.177",".342","8",".317","74","7.9","91.3","12.3",35.2,13.8,6.4,35.8
"DeJong, Paul",657557,2023,372,400,14,30.3,".207",".355",".258","0.613","0.148",".264","5",".266","69.5","6.9","85.5","16.8",34.8,6.7,5.5,35.4
"Knizner, Andrew",668800,2023,224,241,10,25.7,".241",".424",".287","0.711","0.183",".288","3",".306","71.4","7","89.6","14.3",26.8,7.9,6.7,27.3
"Duvall, Adam",594807,2024,303,330,11,30,".182",".323",".245","0.568","0.141",".227","5",".252","72.4","7.6","86.9","22.2",27.8,10.7,4.9,27.7
"Steer, Spencer",668715,2024,574,656,20,20.9,".225",".402",".319","0.721","0.177",".260","8",".316","71.6","7.4","88","17.4",34.2,6.4,7.7,23.1
"Schunk, Aaron",668845,2024,94,98,2,31.6,".234",".330",".265","0.595","0.096",".328","0",".257","68.8","6.6","85.3","11.9",39.7,4.8,4.8,27.6
"Edman, Tommy",669242,2023,479,528,13,15.9,".248",".399",".307","0.706","0.151",".275","7",".306","70.8","6.9","89.1","7.5",27.9,5,5.7,16.1
"Suzuki, Seiya",673548,2024,512,585,21,27.4,".283",".482",".366","0.848","0.199",".370","6",".365","73","7.2","91.7","16.2",38.8,11.5,10.1,24.5
"Reyes, Pablo",622569,2023,167,185,2,11.4,".287",".377",".339","0.716","0.090",".315","0",".315","69.5","7.2","88.1","14.7",34,4,8.7,14.9
"Arias, Gabriel",672356,2024,153,161,3,32.9,".222",".353",".255","0.608","0.131",".316","1",".263","74.5","7.6","89.7","5.6",35.6,7.9,6.9,38.4
"Neto, Zach",687263,2024,542,602,23,23.3,".249",".443",".318","0.761","0.194",".295","16",".330","71","7.1","88.5","12.3",29,8.4,8.4,27.1
"Winker, Jesse",608385,2024,430,508,14,20.9,".253",".405",".360","0.765","0.152",".304","10",".338","69.5","7.3","88.6","14",30.1,7.6,3.3,19.6
"Noel, Jhonkensy",678877,2024,179,198,13,31.8,".218",".486",".288","0.774","0.268",".250","5",".331","78","7.7","88.6","19.3",30.8,14.5,4.3,34.2
