"last_name, first_name","player_id","year","ab","pa","home_run","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent"
"Lowe, Brandon",664040,2024,385,425,21,".244",".473",".311","0.784","0.229",".287","5","73.4","7.1","89.8","14.5",39.6,12.4,6.9
"Bae, Ji Hwan",678225,2024,74,81,0,".189",".216",".247","0.463","0.027",".275","0","69.1","6.8","87.3","2.4",31.4,11.8,2
"Rodgers, Brendan",663898,2024,501,539,13,".267",".407",".314","0.721","0.140",".338","4","71.7","7.1","89.3","4.9",33.1,5.6,7
"Chourio, Jackson",694192,2024,528,573,21,".275",".464",".327","0.791","0.189",".320","3","73.2","7.4","89.7","7.6",33.2,7.8,6.6
"Crawford, J.P.",641487,2023,534,638,19,".266",".438",".380","0.818","0.172",".314","5","71.9","7.6","88.3","15.1",35.3,4.8,6.5
"Escobar, Eduardo",500871,2023,288,309,6,".226",".344",".269","0.613","0.118",".286","0","68.3","6.8","86.3","14.4",30.5,3.8,5.6
"Bleday, JJ",668709,2023,256,303,10,".195",".355",".310","0.665","0.160",".226","2","72.5","7.3","88.6","15.5",29.9,6.4,4.3
"Eaton, Nate",681987,2023,53,56,0,".075",".075",".125","0.200","0.000",".125","1",,,"84.3","10.4",25,0,3.1
"García, Luis",671277,2023,447,482,9,".266",".385",".304","0.689","0.119",".286","0","71.2","7.2","88.3","4.6",31.9,5.8,6.3
"Cowser, Colton",681297,2023,61,77,0,".115",".148",".286","0.434","0.033",".175","2","70.8","6.9","87.4","4.6",37.5,2.5,5
"Springer III, George",543807,2024,545,614,19,".220",".371",".303","0.674","0.151",".245","6","71.9","7.4","87.5","9.4",29.2,9.3,4.4
"Carroll, Corbin",682998,2024,589,684,22,".231",".428",".322","0.750","0.197",".256","10","73.7","7","89.3","12",27.8,7.2,7
"Dozier, Hunter",641531,2023,82,91,2,".183",".305",".253","0.558","0.122",".250","0",,,"84.4","12.3",29.6,3.7,3.7
"Ford, Mike",645801,2023,219,251,16,".228",".475",".323","0.798","0.247",".276","7","71.1","7.1","88.8","21",33.1,17.3,5
"Rodríguez, Julio",677594,2024,567,613,20,".273",".409",".325","0.734","0.136",".344","6","76.3","7.9","91.7","10.5",33.2,10.2,6.1
"Stowers, Kyle",669065,2024,192,209,3,".208",".333",".268","0.601","0.125",".319","3","73.7","6.8","91","12.3",36.1,10.9,8.4
"Buxton, Byron",621439,2024,355,388,18,".279",".524",".335","0.859","0.245",".338","11","74.3","8.1","91.7","19.8",39.5,13.2,8.5
"Julien, Edouard",666397,2024,266,301,8,".199",".323",".292","0.615","0.124",".288","2","71.9","7.1","87.8","11.9",38.4,9.8,7.9
"Moncada, Yoán",660162,2023,334,357,11,".260",".425",".305","0.730","0.165",".350","2","74.2","7.7","89.4","12.3",42.5,10.1,8.3
"Guillorme, Luis",641645,2023,107,120,1,".224",".327",".288","0.615","0.103",".291","0","65.2","7.2","85.9","11.8",31.7,1.2,2.4
"Westburg, Jordan",676059,2023,208,228,3,".260",".404",".311","0.715","0.144",".336","1","70.2","6.9","90.2","13.4",38.1,6.5,10.3
"Doyle, Brenton",686668,2024,542,603,23,".260",".446",".317","0.763","0.186",".316","3","70.9","7.4","89.2","13.2",37.4,10.5,6
"Margot, Manuel",622534,2023,311,336,4,".264",".376",".310","0.686","0.112",".306","4","71.6","7.2","87.9","10.5",28.6,3.9,5.4
"Tatis Jr., Fernando",665487,2024,398,438,21,".276",".492",".340","0.832","0.216",".316","7","74.7","7.3","93.5","10",33.7,14.5,6.9
"Tucker, Cole",657061,2024,50,57,0,".180",".300",".263","0.563","0.120",".265","0","65.6","6.8","90.2","7.7",35.3,0,11.8
"Raley, Luke",670042,2024,404,455,22,".243",".463",".320","0.783","0.220",".305","20","75","7.2","90.1","13.5",31.5,11,8.1
"Murphy, Sean",669221,2023,370,438,21,".251",".478",".365","0.843","0.227",".286","18","74.4","7.8","91.5","13.1",38.1,16.1,6.2
"Tucker, Kyle",663656,2024,277,339,23,".289",".585",".408","0.993","0.296",".282","1","72.1","7.5","91.1","21.2",40,12.9,7.6
"Suárez, Eugenio",553993,2024,571,640,30,".256",".469",".319","0.788","0.213",".309","9","72.2","7.8","89.1","19.5",40.4,11.3,8.9
"O'Hoppe, Logan",681351,2024,479,522,20,".244",".409",".303","0.712","0.165",".318","8","70.7","7.3","90.4","15.3",42.9,12,7.1
"Fairchild, Stuart",656413,2024,209,233,8,".215",".368",".286","0.654","0.153",".261","4","70.3","7.4","85.5","20.5",27.6,7.9,5.9
"Steer, Spencer",668715,2023,582,665,23,".271",".464",".356","0.820","0.193",".318","11","71.5","7.4","88.7","15.3",35.3,6.7,6.5
"Stewart, DJ",621466,2023,160,185,11,".244",".506",".333","0.839","0.262",".298","7","71","7.2","89.9","16.5",34,12.3,10.4
"Refsnyder, Rob",608701,2023,202,243,1,".248",".317",".365","0.682","0.069",".316","5","72.9","7.3","87.7","11.9",42,3.8,7
"Grandal, Yasmani",518735,2024,215,243,9,".228",".400",".304","0.704","0.172",".248","0","70.3","7.4","91.1","11.1",31.8,9.8,6.4
"Hamilton, David",666152,2024,294,317,8,".248",".395",".303","0.698","0.147",".316","1","68.9","7.2","87","15.8",38.3,5.6,7.5
"Martinez, J.D.",502110,2023,432,479,33,".271",".572",".321","0.893","0.301",".324","2","72.9","8.5","93.4","16.9",41.1,17.1,11.3
"Carter, Evan",694497,2024,144,162,5,".188",".361",".272","0.633","0.173",".227","2","71","7.1","86","13.9",33.3,5.9,5.9
"Wells, Austin",669224,2023,70,75,4,".229",".486",".257","0.743","0.257",".226","0","71.4","7.4","89.5","13.6",33.3,14,7
"Merrifield, Whit",593160,2024,293,335,4,".222",".314",".311","0.625","0.092",".257","3","63.4","6.9","84.1","12.9",34.3,2.4,3.3
"Baty, Brett",683146,2023,353,389,9,".212",".323",".275","0.598","0.111",".280","2","75.8","7.7","89.5","6.6",33.3,7.7,6.5
"Amaya, Jacob",676070,2024,68,72,0,".176",".191",".222","0.413","0.015",".300","0","67.5","7.1","87.8","6.3",30,2.5,0
"Mejía, Francisco",642336,2023,150,160,5,".227",".400",".258","0.658","0.173",".266","1","67.8","7","87.5","18.9",33,4.3,7
"Martini, Nick",605361,2023,72,79,6,".264",".583",".329","0.912","0.319",".255","2","70.7","6.8","91","23.6",45.6,10.5,15.8
"Smith, Josh",669701,2024,523,592,13,".258",".394",".337","0.731","0.136",".311","18","70.1","6.8","87.8","15.4",33.7,3.7,5.7
"Taylor, Michael A.",572191,2024,269,300,5,".193",".290",".253","0.543","0.097",".288","0","74","7.2","89.3","13.7",31.4,11.6,1.7
"Fletcher, Dominic",666150,2023,93,102,2,".301",".441",".350","0.791","0.140",".377","0",,,"89.7","8.5",38.4,4.1,8.2
"Sheets, Gavin",657757,2023,311,344,10,".203",".331",".267","0.598","0.128",".222","1","72.8","7.7","88.1","16.9",29.7,5.2,6.4
"Contreras, William",661388,2024,595,679,23,".281",".466",".365","0.831","0.185",".330","3","74.7","7.3","92.8","6.1",29,10,7.8
"Trevino, Jose",624431,2024,209,234,8,".215",".354",".288","0.642","0.139",".228","2","68.9","7","88.1","9.9",26.9,5.3,3.5
"Wagner, Will",695238,2024,82,86,2,".305",".451",".337","0.788","0.146",".359","0","68.9","6.4","90.6","5.1",39.4,9.1,7.6
"Baker, Luken",663609,2023,86,99,2,".209",".314",".313","0.627","0.105",".302","0","73.9","7.8","93.1","16.9",38.2,7.3,14.5
"Meyers, Jake",676694,2023,309,341,10,".227",".382",".296","0.678","0.155",".283","5","69.2","7.1","86","13.9",34.7,6.3,6.8
"Báez, Javier",595879,2024,272,289,6,".184",".294",".221","0.515","0.110",".220","2","74.8","8.6","88.3","11.2",27.7,7.8,6.3
"Jiménez, Eloy",650391,2024,324,349,6,".238",".336",".289","0.625","0.098",".285","2","73.9","7.2","92","4.3",25.1,7.8,3.9
"Dalbec, Bobby",666915,2023,49,53,1,".204",".306",".264","0.570","0.102",".450","0","70.9","7.1","92.2","13.3",42.9,23.8,4.8
"Yelich, Christian",592885,2023,550,632,19,".278",".447",".370","0.817","0.169",".342","3","73.6","7.4","91.7","3.5",30.4,9.2,6.1
"Vargas, Ildemaro",545121,2023,262,286,4,".252",".363",".304","0.667","0.111",".259","1","69.5","7.3","87.1","4.1",26,2.4,4.1
"Rafaela, Ceddanne",678882,2024,544,571,15,".246",".390",".274","0.664","0.144",".312","7","70.1","7.5","86.6","14.9",34.9,7.5,5
"Vargas, Miguel",678246,2024,206,237,5,".150",".257",".249","0.506","0.107",".177","3","69.8","7.7","86.2","21.3",28.9,4.6,4.6
"Burger, Jake",669394,2024,535,579,29,".250",".460",".301","0.761","0.210",".292","9","74.7","7.5","91.3","13",32.4,12.3,7.7
"Davis, Henry",680779,2024,104,122,1,".144",".212",".242","0.454","0.068",".233","1","72.5","7.4","85.3","17.2",29,4.8,6.5
"LeMahieu, DJ",518934,2023,497,562,15,".243",".390",".327","0.717","0.147",".295","3","68.2","7.3","89.6","3.8",31.6,5.9,6.4
"Straw, Myles",664702,2023,462,518,1,".238",".297",".301","0.598","0.059",".295","2","66.1","6.7","86.3","9.4",34,0.5,2.4
"Freeman, Tyler",671289,2023,153,168,4,".242",".366",".295","0.661","0.124",".275","2","72.3","7.4","85.8","6.2",38.9,3.2,7.1
"McCray, Grant",687529,2024,124,130,5,".202",".379",".238","0.617","0.177",".317","0","72.7","7.2","90.2","5.4",30.9,11.8,7.4
"McCutchen, Andrew",457705,2024,448,515,20,".232",".411",".328","0.739","0.179",".283","7","72.7","7.6","88.5","14.3",31.9,12,5.7
"Diaz, Jordan",672478,2023,272,293,10,".221",".364",".273","0.637","0.143",".258","3","73.2","7.4","90","5.4",29.9,6.4,8.8
"Lukes, Nathan",664770,2024,76,91,1,".303",".447",".371","0.818","0.144",".319","0","66.2","6.4","88.9","13.6",36.1,4.2,4.2
"Biggio, Cavan",624415,2023,289,338,9,".235",".370",".340","0.710","0.135",".304","7","67.8","6.9","88.4","15.7",41.4,7.4,7.4
"McGuire, Reese",624512,2023,187,206,1,".267",".358",".310","0.668","0.091",".366","1","67.5","8","84","2.8",33.6,2.9,3.6
"Refsnyder, Rob",608701,2024,272,307,11,".283",".471",".359","0.830","0.188",".359","5","72.8","7.6","89.6","10.7",32.8,9.7,4.6
"Friedl Jr., TJ",670770,2023,488,556,18,".279",".467",".352","0.819","0.188",".308","10","68.6","6.7","86.7","16.1",32,3.2,2.2
"Donaldson, Josh",518626,2023,165,189,13,".152",".418",".249","0.667","0.266",".115","0","73.3","7.7","92.1","11.7",23.1,16.2,5.1
"Burleson, Alec",676475,2024,547,595,21,".269",".420",".314","0.734","0.151",".276","4","71.2","7.5","89.7","13.6",34.3,6.5,7.1
"Bailey, Patrick",672275,2024,401,448,8,".234",".339",".298","0.637","0.105",".287","0","71.3","7.3","91.3","12.1",37.9,5.5,7.1
"Jansen, Danny",643376,2024,278,324,9,".205",".349",".309","0.658","0.144",".227","3","69","6.9","86.6","21.7",34.1,6.4,5.9
"Walls, Taylor",670764,2023,303,349,8,".201",".333",".305","0.638","0.132",".261","1","69.3","7.3","86.7","19.1",32.1,3.3,5.7
"Turner, Justin",457759,2024,460,539,11,".259",".383",".354","0.737","0.124",".299","13","65.1","6.3","87.1","17.8",40.1,4.6,6.7
"Triolo, Jared",669707,2024,394,446,9,".216",".315",".296","0.611","0.099",".279","5","70.5","7.8","88.4","13.4",38.8,5.3,5
"Keith, Colt",690993,2024,516,556,13,".260",".380",".309","0.689","0.120",".306","2","71.3","6.7","87.8","11.3",34.6,5.6,5.1
"Loftin, Nick",679845,2024,148,171,1,".189",".236",".282","0.518","0.047",".216","1","69.5","7.4","83.6","9.9",30.7,3.1,1.6
"Arcia, Orlando",606115,2023,488,533,17,".264",".420",".321","0.741","0.156",".301","3","71.1","7.7","88.2","5.4",30.6,6.9,4.6
"Bruján, Vidal",660644,2023,76,84,0,".171",".197",".241","0.438","0.026",".236","2","68.3","7","86","12",19.6,1.8,1.8
"Pérez, Wenceel",672761,2024,389,425,9,".242",".383",".300","0.683","0.141",".294","1","70.2","6.9","88.4","18",37.7,4.3,6.3
"Sogard, Nick",686765,2024,77,86,0,".273",".325",".326","0.651","0.052",".389","0","65.9","6.9","87.4","15.7",48.1,1.9,5.6
"Turner, Trea",607208,2024,505,539,21,".295",".469",".338","0.807","0.174",".331","6","71.6","7.6","89.1","11.5",30.9,6.9,5.6
"Bae, Ji Hwan",678225,2023,334,371,2,".231",".311",".296","0.607","0.080",".310","2","67.1","6.7","88.1","1.1",24.3,2,4.5
"Dingler, Dillon",693307,2024,84,87,1,".167",".310",".195","0.505","0.143",".245","0","71.6","7.6","89.8","9.6",35.2,3.7,11.1
"Stanton, Giancarlo",519317,2024,417,459,27,".233",".475",".298","0.773","0.242",".281","2","81.2","8.6","94.6","14.7",34.8,20.7,6.5
"Amaya, Miguel",665804,2024,328,363,8,".232",".357",".288","0.645","0.125",".261","4","72.9","7.2","88.4","11.1",33.9,4.7,6.9
"Anderson, Tim",641313,2023,493,524,1,".245",".296",".286","0.582","0.051",".323","3","68.8","7.1","87.8","2",32.4,2.9,5.9
"Vierling, Matt",663837,2023,479,530,10,".261",".388",".329","0.717","0.127",".321","5","71.3","7.5","89.1","9.1",32.2,4.6,5.1
"Verdugo, Alex",657077,2024,559,621,13,".233",".356",".291","0.647","0.123",".253","1","68.3","6.3","88.3","9.9",31.6,5.6,6.1
"Short, Zack",670097,2024,70,88,0,".129",".171",".282","0.453","0.042",".196","1","70","7","88.6","21.2",34.7,4.1,8.2
"Larnach, Trevor",663616,2023,183,212,8,".213",".415",".311","0.726","0.202",".295","0","73.2","7.6","90.1","17.5",41.6,13.3,12.4
"Pollock, AJ",572041,2023,133,144,5,".165",".308",".215","0.523","0.143",".173","0","72.5","7.8","89.4","13",24.3,6.8,8.7
"Reyes, Pablo",622569,2024,60,64,0,".183",".217",".234","0.451","0.034",".268","1","69.2","7.2","88","13.2",31.7,4.9,0
"Hall, Darick",669742,2023,54,56,1,".167",".241",".196","0.437","0.074",".229","0","72","7.4","92.5","14",27.8,2.8,11.1
"Rodgers, Brendan",663898,2023,178,192,4,".258",".388",".313","0.701","0.130",".316","3","72","7.1","88.3","4.8",35.8,10.9,5.1
"Pederson, Joc",592626,2024,367,449,23,".275",".515",".393","0.908","0.240",".322","18","73.4","7.7","92.3","16.9",34.2,12.8,5.6
"France, Ty",664034,2023,587,665,12,".250",".366",".337","0.703","0.116",".294","34","71.8","7.8","87.5","13.7",36.9,6.8,5.1
"Fraley, Jake",641584,2023,336,380,15,".256",".443",".339","0.782","0.187",".283","6","71.7","7.1","84.6","16.5",38,6.4,7.1
"Cruz Jr., Nelson",443558,2023,143,152,5,".245",".399",".283","0.682","0.154",".323","2",,,"92.4","10.2",33.7,9.2,7.1
"Robinson, Chuckie",642020,2024,70,76,0,".129",".129",".197","0.326","0.000",".180","1","71.3","6.9","81.4","1.2",28,2,2
"Turner, Trea",607208,2023,639,691,26,".266",".459",".320","0.779","0.193",".310","6","72.4","7.6","89.9","13",36.1,8.4,6.9
"Allen, Nick",669397,2023,303,329,4,".221",".287",".263","0.550","0.066",".253","1","66.2","6.5","84.8","6.8",29,1.2,3.9
"Siri, Jose",642350,2024,402,448,18,".187",".366",".255","0.621","0.179",".261","7","72.5","7.8","87.5","15.4",35.7,14.7,8.8
"Garver, Mitch",641598,2023,296,344,19,".270",".500",".370","0.870","0.230",".313","3","70.8","7.1","90","20.5",35.5,12.6,7.9
"Perdomo, Geraldo",672695,2023,407,495,6,".246",".359",".353","0.712","0.113",".295","6","65.7","6.7","85.7","16.4",35.4,0.9,4.4
"Santana, Carlos",467793,2023,550,619,23,".240",".429",".318","0.747","0.189",".255","0","71.4","7.5","88.8","12.8",31.3,6.7,4.7
"Romo, Drew",691011,2024,51,53,0,".176",".235",".208","0.443","0.059",".273","0","68.5","7.2","82.2","14.7",21.2,3,0
"Edwards, Xavier",669364,2023,78,84,0,".295",".333",".329","0.662","0.038",".359","1","64","6.2","82.2","10.7",31.8,1.5,3
"Sosa, Edmundo",624641,2024,249,274,7,".257",".422",".313","0.735","0.165",".320","8","73.1","8.3","89.2","12.8",28.5,8.6,4.3
"Gomes, Yan",543228,2023,382,419,10,".267",".408",".315","0.723","0.141",".309","9","69.1","7.7","87.4","15.1",37,7.8,4.5
"Gonzales, Nick",693304,2023,115,128,2,".209",".348",".268","0.616","0.139",".278","4","68.7","7.2","85.5","8.7",26.8,3.7,2.4
"Robles, Victor",645302,2023,107,126,0,".299",".364",".385","0.749","0.065",".360","4",,,"86.7","9.9",25.8,2.2,5.4
"Vogelbach, Daniel",596129,2024,70,79,1,".186",".300",".278","0.578","0.114",".231","0","72.5","7.6","90.9","8.1",35.8,9.4,5.7
"Olivares, Edward",658668,2023,354,385,12,".263",".452",".317","0.769","0.189",".289","7","71","7.3","87.3","12.2",34.2,7.9,7.5
"Stefanic, Michael",683021,2023,62,71,0,".290",".355",".380","0.735","0.065",".333","1","64.5","6.1","87.9","7.3",38.9,0,1.9
"Arroyo, Christian",624414,2023,195,206,3,".241",".369",".268","0.637","0.128",".295","1","71.9","7.5","86.3","11.1",35.9,4.6,5.2
"Gelof, Zack",680869,2023,270,300,14,".267",".504",".337","0.841","0.237",".331","3","71.5","7.1","89.8","11.8",38.6,11.1,7.9
"DeJong, Paul",657557,2024,445,482,24,".227",".427",".276","0.703","0.200",".285","9","72","6.9","87.8","20",36.4,10.2,8.5
"Baty, Brett",683146,2024,153,171,4,".229",".327",".306","0.633","0.098",".290","1","73.5","7.6","86.6","10.3",27.7,5.4,6.3
"Olson, Matt",621566,2024,600,685,29,".247",".457",".333","0.790","0.210",".293","9","73.8","7.3","91.5","16.1",35.4,12.4,7.4
"Beck, Jordan",687597,2024,170,184,3,".188",".276",".245","0.521","0.088",".282","1","71.4","7.7","86.1","13.4",32.1,6.6,5.7
"Taylor, Tyrone",621438,2023,231,243,10,".234",".446",".267","0.713","0.212",".263","3","69.7","7.4","87.7","18.2",33.9,6.8,10.2
"Volpe, Anthony",683011,2023,541,601,21,".209",".383",".283","0.666","0.174",".259","5","70.9","7.1","88.7","14.2",35.5,9,7.7
"Gurriel Jr., Yuli",493329,2024,54,65,0,".241",".296",".338","0.634","0.055",".317","0","73.3","8","90.3","7.5",34.1,2.4,2.4
"Garcia, Maikel",672580,2023,464,515,4,".272",".358",".323","0.681","0.086",".344","2","69.8","7.1","91.8","6.1",36.9,3.9,9.4
"Barger, Addison",680718,2024,208,225,7,".197",".351",".250","0.601","0.154",".239","1","74.3","7.5","88.3","12.1",32.9,8.7,5.4
"Bell, Josh",605137,2023,547,617,22,".247",".419",".325","0.744","0.172",".287","2","72.3","8.1","90.1","9.3",31.3,10.1,5.3
"Outman, James",681546,2023,483,567,23,".248",".437",".353","0.790","0.189",".343","12","73.4","7.8","87.9","15.7",38.2,11.1,3.9
"Gallo, Joey",608336,2024,223,260,10,".161",".336",".277","0.613","0.175",".232","4","72.4","7.3","90.5","26.1",32.8,13.1,8.2
"Vázquez, Christian",543877,2024,294,315,7,".221",".327",".248","0.575","0.106",".257","1","68.3","7","88.5","16.1",36.1,3.8,6.3
"Marte, Starling",516782,2024,335,370,7,".269",".388",".327","0.715","0.119",".333","3","72.4","7.3","89.8","4.3",37.1,6.9,7.3
"Goodman, Hunter",696100,2024,211,224,13,".190",".417",".228","0.645","0.227",".199","3","74.9","7.3","88.2","16.5",32.9,12.8,6.7
"Neto, Zach",687263,2023,289,329,9,".225",".377",".308","0.685","0.152",".272","16","69.3","7.2","89.1","14.5",33.8,8.8,7.4
"Contreras, Willson",575929,2024,301,358,15,".262",".468",".380","0.848","0.206",".337","12","75.9","7.9","91.6","14.2",32.7,11.2,6.8
"Kwan, Steven",680757,2023,638,718,5,".268",".370",".340","0.710","0.102",".294","3","64.1","6.4","86","10.7",37.7,1.1,2.8
"Rendon, Anthony",543685,2023,148,183,2,".236",".318",".361","0.679","0.082",".268","6",,,"90.1","16.2",34.4,4.8,5.6
"Gordon, Nick",624503,2023,91,93,2,".176",".319",".185","0.504","0.143",".179","0",,,"89.1","9.2",34.6,4.9,11.1
"Votto, Joey",458015,2023,208,242,14,".202",".433",".314","0.747","0.231",".212","7","68.7","7.3","89.3","13.9",23.3,11,5.5
"Kepler, Max",596146,2023,438,491,24,".260",".484",".332","0.816","0.224",".288","4","72.3","7.5","91.9","14.7",35.7,12.2,8.6
"Kirilloff, Alex",666135,2023,281,319,11,".270",".445",".348","0.793","0.175",".337","7","70.3","7.5","88.6","12.4",40.2,7.4,8.3
"Crawford, Brandon",543063,2023,283,320,7,".194",".314",".273","0.587","0.120",".241","4","71.5","7.6","89.8","14",32.4,10.1,4.3
"Arcia, Orlando",606115,2024,551,602,17,".218",".354",".271","0.625","0.136",".249","2","70.9","7.9","88.2","8.6",29.9,5.3,6.5
"Harper, Bryce",547180,2024,550,631,30,".285",".525",".373","0.898","0.240",".331","2","74","7.3","91.1","13.5",36.1,10.6,9.6
"Peraza, Oswald",672724,2023,173,191,2,".191",".272",".267","0.539","0.081",".256","5","71.8","7.4","87.2","9.8",27.6,4.1,4.1
"Beaty, Matt",607461,2023,61,72,0,".230",".295",".347","0.642","0.065",".298","5","68.1","7.2","82.3","7.5",34,0,4.3
"Palacios, Richie",680700,2023,93,102,6,".258",".516",".307","0.823","0.258",".234","1","66.7","6.8","88.1","6.3",29.8,7.1,10.7
"Ohtani, Shohei",660271,2023,497,599,44,".304",".654",".412","1.066","0.350",".342","3","77.4","7.9","94.4","13.2",35.6,19.6,6.4
"Young, Jacob",696285,2023,107,121,0,".252",".336",".322","0.658","0.084",".318","1","68","7.1","86.4","1.8",31.8,0,10.2
"Arozarena, Randy",668227,2024,549,648,20,".219",".388",".332","0.720","0.169",".275","22","72.7","7.4","90.4","13.2",28.4,8.3,7
"Singleton, Jon",572138,2024,355,405,13,".234",".386",".321","0.707","0.152",".299","0","72.1","7.1","88.7","12.8",34.8,8.9,4.5
"Pereira, Everson",677592,2023,93,103,0,".151",".194",".233","0.427","0.043",".264","2","73.5","7.7","91.9","10",39.6,7.5,9.4
"Scott II, Victor",687363,2024,145,155,2,".179",".283",".219","0.502","0.104",".233","2","69.1","6.7","88.4","12.1",33.3,5.7,6.7
"Mateo, Jorge",622761,2024,192,208,5,".229",".401",".267","0.668","0.172",".275","1","72.5","7.8","88.1","14.1",30.2,4,7.4
"Caratini, Victor",605170,2024,245,274,8,".269",".408",".336","0.744","0.139",".310","3","71.9","7","91.2","9.3",35.9,5.6,6.2
"Garrett, Stone",656448,2023,234,271,9,".269",".457",".343","0.800","0.188",".365","3","74.7","7.9","91.1","17.3",37.6,9.6,9.6
"Wells, Austin",669224,2024,354,414,13,".229",".395",".322","0.717","0.166",".261","5","72.4","7.4","88.4","17.1",34.5,9.1,7.3
"Voit III, Luke",572228,2023,68,74,0,".221",".265",".284","0.549","0.044",".366","2",,,"86.7","12.5",43.9,7.3,2.4
"Peguero, Liover",678894,2023,198,213,7,".237",".374",".280","0.654","0.137",".320","1","73.1","7.3","89.3","4.1",27.6,5.2,3.7
"Nootbaar, Lars",663457,2023,426,503,14,".261",".418",".367","0.785","0.157",".307","1","72.2","7","89.1","7.2",30.8,8.8,5.4
"Neto, Zach",687263,2024,542,602,23,".249",".443",".318","0.761","0.194",".295","16","71","7.1","88.5","12.3",29,8.4,8.4
"Winker, Jesse",608385,2024,430,508,14,".253",".405",".360","0.765","0.152",".304","10","69.5","7.3","88.6","14",30.1,7.6,3.3
"Tucker, Kyle",663656,2023,574,674,29,".284",".517",".369","0.886","0.233",".289","3","71.8","7.6","90.2","14.8",35.4,10.6,8.1
"Abreu, Wilyer",677800,2024,399,447,15,".253",".459",".322","0.781","0.206",".326","3","74.6","7.4","91.6","19.2",33.7,11.1,7.5
"Sosa, Lenyn",672820,2023,164,173,6,".201",".348",".224","0.572","0.147",".227","0","70.8","7.4","89.4","14.1",30.5,7.8,6.3
"Heyward, Jason",518792,2024,228,258,10,".211",".412",".288","0.700","0.201",".226","4","73.2","8.2","88","10.4",29.8,5.6,3.4
"Bruján, Vidal",660644,2024,248,278,2,".222",".319",".303","0.622","0.097",".276","4","66.9","7","85.1","8",29.7,1.5,4.1
"Barnes, Austin",605131,2024,140,156,1,".264",".307",".331","0.638","0.043",".350","0","68.2","6.4","86.3","9.5",30.2,1.9,3.8
"Myers, Dane",667472,2023,67,70,1,".269",".358",".286","0.644","0.089",".354","0","71.8","7.5","91.8","-1.8",28.6,2,10.2
"Alexander, Blaze",677942,2024,166,185,3,".247",".343",".321","0.664","0.096",".333","3","73.1","7.3","88.5","8.5",22.9,3.4,5.9
"Ward, Taylor",621493,2024,585,663,25,".246",".426",".323","0.749","0.180",".294","7","69.8","7.1","90.9","17.4",41.9,13,6.7
"Loftin, Nick",679845,2023,62,68,0,".323",".435",".368","0.803","0.112",".392","1","69.9","7.4","86.3","10.8",31.4,7.8,5.9
"Pages, Andy",681624,2024,403,443,13,".248",".407",".305","0.712","0.159",".304","6","73.1","7.7","88.6","20.8",40.8,10.7,6.4
"Madris, Bligh",676632,2024,67,75,1,".269",".358",".324","0.682","0.089",".362","0","71.6","7.5","87.1","23.7",37.5,10.4,8.3
"Lopez, Nicky",670032,2023,225,262,1,".231",".307",".326","0.633","0.076",".276","6","65.3","6.7","86.7","0.5",32.1,1.1,5.3
"Murphy, Sean",669221,2024,233,264,10,".193",".352",".284","0.636","0.159",".223","3","73.3","7.9","88","10.5",25.7,9.6,4.2
"Wilson Jr., Jacob",805779,2024,92,103,0,".250",".315",".314","0.629","0.065",".277","1","63.5","6.2","85.4","9.5",26.2,0,0
"Rengifo, Luis",650859,2023,394,445,16,".264",".444",".339","0.783","0.180",".293","6","71","7.3","89.1","11",29.7,7.6,5.1
"Lowe, Josh",666139,2024,353,387,10,".241",".391",".302","0.693","0.150",".338","0","73.3","7.2","90.8","16.9",37.9,10.3,6.5
"Del Castillo, Adrian",680728,2024,80,87,4,".313",".525",".368","0.893","0.212",".438","0","72.4","7.2","87.6","18.3",36.5,11.5,3.8
"Pham, Tommy",502054,2023,426,481,16,".256",".446",".328","0.774","0.190",".300","2","73.8","6.9","92.3","5.7",34.4,10.7,7.1
"Abreu, José",547989,2023,540,594,18,".237",".383",".296","0.679","0.146",".276","6","74","7.4","89","10.8",32.5,8.7,4.6
"Fraley, Jake",641584,2024,350,382,5,".277",".386",".330","0.716","0.109",".331","3","71.8","7.1","84.3","11.1",34.6,3.2,3.5
"Meyers, Jake",676694,2024,461,513,13,".219",".360",".286","0.646","0.141",".263","10","68.6","7","88.2","14.4",34.8,6.8,8.3
"Wiemer Jr., Joey",686894,2023,367,410,13,".204",".362",".283","0.645","0.158",".258","5","71.7","7.4","89.3","10.5",28.9,9.1,4.3
"Aranda, Jonathan",666018,2023,87,103,2,".230",".368",".340","0.708","0.138",".327","2","71.3","7.5","89","8.4",26.3,5.3,5.3
"Lee, Korey",686676,2024,377,394,12,".210",".347",".244","0.591","0.137",".276","0","71.4","7.2","88.3","9.6",34.1,7.5,4.7
"Velazquez, Andrew",623205,2023,81,94,2,".173",".284",".264","0.548","0.111",".245","0","69.9","7.3","87.7","8.9",27.8,3.7,3.7
"Knizner, Andrew",668800,2024,90,93,1,".167",".211",".183","0.394","0.044",".206","1","70.3","7","87.3","11.9",33.3,4.3,5.8
"Smith, Dominic",642086,2024,275,307,6,".233",".378",".313","0.691","0.145",".301","4","68.8","7","89.3","13",37.7,10.6,7
"Azocar, José",640492,2023,91,102,2,".231",".363",".278","0.641","0.132",".292","2","70.1","7.1","87","12.5",31.9,6.9,1.4
