"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","fast_swing_rate","blasts_swing","squared_up_swing","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Goldschmidt, Paul",502671,2024,599,654,22,26.5,".245",".414",".302","0.716","0.169",".308","2",".310","72.5",24.3,13.3,24.8,"7.8","91.2","13.1",34.3,10.7,8.9,65.1,29.5,77.9,27.4
"Díaz, Elias",553869,2023,486,526,14,22.4,".267",".409",".316","0.725","0.142",".324","2",".314","73.6",32.8,9.9,19.6,"7","88.1","12.7",31.2,6.2,4.3,76.5,36.2,81,28.4
"Narváez, Omar",553882,2024,65,69,0,17.4,".154",".185",".191","0.376","0.031",".189","0",".171","65.8",1.8,2.7,29.5,"6.8","86.1","21",27.8,0,3.7,70.9,28.1,86.7,16.5
"Straw, Myles",664702,2023,462,518,1,18.7,".238",".297",".301","0.598","0.059",".295","2",".268","66.1",1,2.4,32.2,"6.7","86.3","9.4",34,0.5,2.4,60,23.9,88,14.1
"Stubbs, Garrett",596117,2024,164,187,1,26.7,".207",".262",".296","0.558","0.055",".289","4",".258","66.6",1.6,1.3,18.2,"7.1","79.7","19.4",40.9,0,4.3,66.8,32.8,81.7,24.9
"Robles, Victor",645302,2023,107,126,0,14.3,".299",".364",".385","0.749","0.065",".360","4",".338",,,,,,"86.7","9.9",25.8,2.2,5.4,81.1,27.4,81.3,22
"Mendick, Danny",664901,2023,65,69,1,21.7,".185",".277",".232","0.509","0.092",".224","0",".226","67.8",1.1,8.5,34,"7.1","89.1","11",32,4,2,61.4,22.9,81.4,24.2
"Gomes, Yan",543228,2023,382,419,10,19.3,".267",".408",".315","0.723","0.141",".309","9",".312","69.1",8.3,9.6,28.4,"7.7","87.4","15.1",37,7.8,4.5,69.1,37,83.8,24.2
"Dunn, Oliver",686554,2024,95,104,1,38.5,".221",".316",".282","0.598","0.095",".370","2",".266","75.2",55.4,7.2,19.4,"7.6","89.1","6.6",33.9,5.4,10.7,62.3,20.9,72.8,36.2
"Dezenzo, Zach",701305,2024,62,65,2,33.8,".242",".371",".277","0.648","0.129",".342","0",".283","75.4",59.5,10.8,18,"7.5","87.5","10.5",30,10,7.5,67.7,33.9,72.1,31.7
"Verdugo, Alex",657077,2024,559,621,13,15,".233",".356",".291","0.647","0.123",".253","1",".283","68.3",7.5,9.1,33.4,"6.3","88.3","9.9",31.6,5.6,6.1,61.3,25.5,90.5,15.5
"Vierling, Matt",663837,2023,479,530,10,21.1,".261",".388",".329","0.717","0.127",".321","5",".315","71.3",12.6,13.1,23.4,"7.5","89.1","9.1",32.2,4.6,5.1,59.1,28.5,86.5,19.4
"Taylor, Michael A.",572191,2024,269,300,5,35,".193",".290",".253","0.543","0.097",".288","0",".242","74",40.9,9.3,17.9,"7.2","89.3","13.7",31.4,11.6,1.7,68,30.4,71.7,39.2
"Smith, Josh",669701,2024,523,592,13,20.4,".258",".394",".337","0.731","0.136",".311","18",".323","70.1",6.8,9.2,27.8,"6.8","87.8","15.4",33.7,3.7,5.7,66.9,25.9,84,21.8
"Lindor, Francisco",596019,2024,618,689,33,18.4,".273",".500",".344","0.844","0.227",".295","12",".363","72.4",23.6,14,28.7,"7.6","90.9","17",35.4,13.6,5.7,69.9,26.3,81.9,23.7
"Reynolds, Bryan",668804,2023,574,640,24,21.6,".263",".460",".330","0.790","0.197",".304","7",".338","70.2",10.8,10.5,26.8,"6.9","90.9","10.9",36.9,11.1,6.6,73.1,25.8,82.1,28.2
"Loperfido, Joey",694388,2024,243,262,4,36.3,".214",".350",".264","0.614","0.136",".331","4",".268","72.9",27.2,7.2,17.4,"7.7","88.3","12.9",40.7,4,5.3,72.8,32.4,76.2,35.4
"Rocchio, Brayan",677587,2024,383,442,8,20.4,".206",".316",".298","0.614","0.110",".245","8",".276","69.5",3.2,5.7,23.4,"7.3","84.6","9.4",36,4,4,68.3,29.9,80.6,24.3
"Pederson, Joc",592626,2023,358,425,15,20.9,".235",".416",".348","0.764","0.181",".268","7",".331","72.6",28.8,13.8,30.3,"7.4","92.1","15.2",33.5,12.1,8.5,66,28.5,82.2,24.6
"Keith, Colt",690993,2024,516,556,13,19.8,".260",".380",".309","0.689","0.120",".306","2",".301","71.3",14.3,10.1,27.7,"6.7","87.8","11.3",34.6,5.6,5.1,67.9,29.9,86.6,23.2
"Sosa, Edmundo",624641,2024,249,274,7,24.1,".257",".422",".313","0.735","0.165",".320","8",".318","73.1",34.1,9.2,18.6,"8.3","89.2","12.8",28.5,8.6,4.3,75.2,40.5,79.7,31.4
"Duffy, Matt",622110,2023,191,209,2,18.7,".251",".325",".306","0.631","0.074",".303","4",".281","67.5",0.7,7.4,32.6,"6.7","86.4","8.8",35.7,2.6,1.3,64.8,28.9,84.2,23
"Santana, Carlos",467793,2024,521,594,23,16.7,".238",".420",".328","0.748","0.182",".252","6",".326","71.8",19.4,10.7,28.3,"7.6","89.2","16.1",30.9,7.3,6.6,64.9,23.4,83.4,23.3
"Trevino, Jose",624431,2023,157,168,4,13.1,".210",".312",".257","0.569","0.102",".221","2",".252","67.7",0,0,12.5,"7","85.8","9.6",30.9,2.9,5.9,55.1,37.3,89.2,16.4
"Burleson, Alec",676475,2023,315,347,8,13,".244",".390",".300","0.690","0.146",".261","3",".300","70.4",12.1,13.6,31.3,"7.6","89.9","12.4",36.6,5.9,8.4,71.5,34,87.6,17.7
"Renfroe, Hunter",592669,2023,498,548,20,22.8,".233",".416",".297","0.713","0.183",".270","3",".308","74.6",48.4,7.1,18.1,"7.9","88.3","15",29.5,6.1,6.9,70.6,33.5,81.9,26.4
"Chisholm Jr., Jazz",665862,2023,352,383,19,30.8,".250",".457",".304","0.761","0.207",".318","2",".325","72.9",31.3,10.6,21.9,"7.5","90.3","10.7",25.3,12.2,6.3,64.4,27,71.7,36.2
"Hill, Derek",656537,2023,47,50,0,22,".170",".191",".220","0.411","0.021",".222","0",".190",,,,,,"84.1","7",27.8,0,2.8,67.4,30.7,81.7,25.3
"Newman, Kevin",621028,2024,288,311,3,15.4,".278",".375",".311","0.686","0.097",".322","0",".298","67.6",2.6,5.3,33,"6.7","85.6","9.7",25,1.6,1.6,68.3,28.3,89,17.3
"Reyes, Pablo",622569,2024,60,64,0,29.7,".183",".217",".234","0.451","0.034",".268","1",".207","69.2",2.8,8.3,29.2,"7.2","88","13.2",31.7,4.9,0,58.2,23.7,79.5,19.8
"Bryant, Kris",592178,2023,300,335,10,20.3,".233",".367",".313","0.680","0.134",".270","6",".302","69.3",7.4,5.4,18.9,"8","85.7","14.4",34.1,6,7.3,70,25.5,84.2,25
"Pollock, AJ",572041,2023,133,144,5,22.2,".165",".308",".215","0.523","0.143",".173","0",".227","72.5",14.8,18.5,40.7,"7.8","89.4","13",24.3,6.8,8.7,70.5,34.8,83.7,25.8
"Espinal, Santiago",669289,2024,357,391,9,13.8,".246",".356",".295","0.651","0.110",".265","2",".285","66.5",2.8,5.7,30.2,"7.3","85.9","15",35,1.9,4.2,68.8,28,90.2,14.8
"Manzardo, Kyle",700932,2024,145,156,5,26.3,".234",".421",".282","0.703","0.187",".290","1",".303","71.8",13.1,10.4,25.7,"7.6","89.1","22.1",31.4,9.5,10.5,64.7,27.7,81,27.6
"De La Cruz, Elly",682829,2024,618,696,25,31.3,".259",".471",".339","0.810","0.212",".359","6",".349","75.2",53.9,13.2,22.1,"7.3","91.8","9.7",35.7,12.7,6.2,61.7,26.9,75.6,33.4
"France, Ty",664034,2023,587,665,12,17.6,".250",".366",".337","0.703","0.116",".294","34",".315","71.8",19.5,9.6,24.2,"7.8","87.5","13.7",36.9,6.8,5.1,74,33.3,89.1,21.9
"Stanton, Giancarlo",519317,2024,417,459,27,31.2,".233",".475",".298","0.773","0.242",".281","2",".330","81.2",98.6,18.7,20.3,"8.6","94.6","14.7",34.8,20.7,6.5,63.6,31,74.9,34.4
"Cabrera, Oswaldo",665828,2024,299,326,8,19.3,".247",".365",".296","0.661","0.118",".286","1",".290","68.3",1.7,8.1,27.7,"7","88.2","12.5",34,3.7,5.8,68.1,29.6,89,18.8
"DeJong, Paul",657557,2023,372,400,14,30.3,".207",".355",".258","0.613","0.148",".264","5",".266","69.5",3,5.2,22.6,"6.9","85.5","16.8",34.8,6.7,5.5,71.3,35.8,76.1,35.4
"Cave, Jake",595909,2023,184,203,5,27.1,".212",".348",".272","0.620","0.136",".270","1",".271","68.9",2.2,10,23.5,"6.9","89.3","15.3",29.5,7.6,5.3,68.2,30.2,80.5,27
"Dingler, Dillon",693307,2024,84,87,1,34.5,".167",".310",".195","0.505","0.143",".245","0",".217","71.6",10.5,12.3,22.8,"7.6","89.8","9.6",35.2,3.7,11.1,71.1,36.7,74.8,28.7
"Bae, Ji Hwan",678225,2023,334,371,2,24.8,".231",".311",".296","0.607","0.080",".310","2",".272","67.1",1.9,10.4,24.6,"6.7","88.1","1.1",24.3,2,4.5,67.2,28.8,80.2,25.4
"Calhoun, Kole",594777,2023,157,174,6,21.3,".217",".376",".282","0.658","0.159",".241","2",".286","69.4",1.1,10.5,25.6,"7","86.6","19.9",33.6,6.6,5.7,73,27.3,84.1,22.9
"Betts, Mookie",605141,2024,450,516,19,11,".289",".491",".372","0.863","0.202",".294","1",".371","69",9.6,10.4,37.2,"6.9","89.9","21.4",39.3,6,10.1,60.8,21.1,93.9,14.9
"Gallo, Joey",608336,2024,223,260,10,39.2,".161",".336",".277","0.613","0.175",".232","4",".276","72.4",22.8,8.3,20,"7.3","90.5","26.1",32.8,13.1,8.2,68.3,22,67.3,39.6
"Blanco, Dairon",680118,2024,120,132,4,24.2,".258",".392",".308","0.700","0.134",".318","1",".306","74.1",43.4,12.8,21.9,"7.5","89","8.6",26.7,7.8,10,74,31,72.6,32.9
"Carlson, Dylan",666185,2023,219,255,5,19.2,".219",".333",".318","0.651","0.114",".256","7",".293","69.9",9.5,10.5,29.5,"7","89.3","15",34.1,5.8,8.1,68,24.9,82.5,22.6
"Colás, Oscar",693049,2023,245,263,5,27,".216",".314",".257","0.571","0.098",".281","2",".249","75.5",57.2,11.2,20.9,"7.7","88.9","7.1",28.1,7.9,5.1,70,39.8,79.9,31.8
"McKenna, Ryan",663630,2023,122,139,2,28.8,".254",".361",".316","0.677","0.107",".354","3",".298","73.4",27.6,7.9,19.7,"7.3","91","13",31,6.9,4.6,76,31,77.2,34.7
"Arroyo, Christian",624414,2023,195,206,3,21.8,".241",".369",".268","0.637","0.128",".295","1",".274","71.9",17.5,5.3,19.3,"7.5","86.3","11.1",35.9,4.6,5.2,79.4,39.7,82.9,25.3
"Biggio, Cavan",624415,2023,289,338,9,26,".235",".370",".340","0.710","0.135",".304","7",".318","67.8",2.8,7.2,30.1,"6.9","88.4","15.7",41.4,7.4,7.4,61.5,15.9,84.2,23.8
"Stott, Bryson",681082,2024,506,571,11,16.3,".245",".356",".315","0.671","0.111",".275","3",".296","68.2",1.9,7.6,30.2,"7.1","87","14",35.3,3.6,5.2,59.6,28.3,86.3,17
"Doyle, Brenton",686668,2023,399,431,10,35,".203",".343",".250","0.593","0.140",".295","4",".257","71.2",12,5.9,19.8,"7.2","88.3","11.7",29.9,8.7,4.3,73.8,32.2,74.8,35.8
"Santana, Carlos",467793,2023,550,619,23,16.8,".240",".429",".318","0.747","0.189",".255","0",".323","71.4",13.9,11.4,26.3,"7.5","88.8","12.8",31.3,6.7,4.7,68.2,24,82.8,22.1
"Thompson, Bubba",669352,2023,53,60,0,26.7,".170",".283",".237","0.520","0.113",".237","1",".230",,,,,,"82.1","3.6",23.1,2.6,5.1,74.8,32.5,61,38.3
"Yoshida, Masataka",807799,2023,537,580,15,14,".289",".445",".338","0.783","0.156",".316","7",".339","71.4",19.6,11.4,33.2,"7.4","89","3.9",29.5,6.6,3.9,58.6,27.3,86.5,18.3
"Story, Trevor",596115,2023,158,168,3,32.7,".203",".316",".250","0.566","0.113",".290","1",".249","71",11.3,8.1,20.5,"7.3","88.5","15.5",42.7,9.7,6.8,69.7,30.6,75.2,31.7
"Garcia, Maikel",672580,2024,575,626,7,16.5,".231",".332",".281","0.613","0.101",".268","0",".270","70.8",10.8,13.8,35.5,"7.2","90.4","6.4",34.1,3.7,4.8,63.6,21.2,88.5,15.7
"Sogard, Nick",686765,2024,77,86,0,29.1,".273",".325",".326","0.651","0.052",".389","0",".289","65.9",0.7,6.2,23.4,"6.9","87.4","15.7",48.1,1.9,5.6,68.5,27.6,82.8,25.4
"Cruz Jr., Nelson",443558,2023,143,152,5,30.3,".245",".399",".283","0.682","0.154",".323","2",".291",,,,,,"92.4","10.2",33.7,9.2,7.1,66.1,39.4,78.5,36.1
"Pérez, Wenceel",672761,2024,389,425,9,21.6,".242",".383",".300","0.683","0.141",".294","1",".299","70.2",9.2,7.2,25.5,"6.9","88.4","18",37.7,4.3,6.3,65,28.4,84.2,20.9
"Arcia, Orlando",606115,2023,488,533,17,19.1,".264",".420",".321","0.741","0.156",".301","3",".321","71.1",20.3,11.3,25.8,"7.7","88.2","5.4",30.6,6.9,4.6,65.4,26.4,82.3,24.3
"Cowser, Colton",681297,2024,499,561,24,30.7,".242",".447",".321","0.768","0.205",".317","7",".331","73.8",40.6,12.4,22.8,"6.9","90.5","13",32.1,13.6,7.6,64,25,79.2,30.4
"Siri, Jose",642350,2024,402,448,18,37.9,".187",".366",".255","0.621","0.179",".261","7",".271","72.5",27.2,9.2,16.8,"7.8","87.5","15.4",35.7,14.7,8.8,67.1,35.2,66.6,41.9
"Arraez, Luis",650333,2023,574,617,10,5.5,".354",".469",".393","0.862","0.115",".362","4",".369","63.9",0.2,6.6,45.2,"5.9","88.3","11.5",44.7,3.5,3.7,68.6,31.8,93.8,7.9
"Arenado, Nolan",571448,2024,578,635,16,14.5,".272",".394",".325","0.719","0.122",".296","5",".314","70.7",12.8,7.8,27.6,"8.2","86.3","16.9",35.9,3.2,5.1,63.9,30,90.2,17.2
"Bogaerts, Xander",593428,2023,596,665,19,16.5,".285",".440",".350","0.790","0.155",".319","7",".343","70.4",15.3,10.1,31.1,"7.2","87.6","7.9",28.3,6.1,4.5,59.1,25.2,86.2,20.4
"Fermín, José",665877,2024,71,79,0,13.9,".155",".197",".241","0.438","0.042",".183","1",".207","65.5",0,7.3,35.8,"7.2","85.4","8.3",15,0,5,55.2,21.7,92,10.7
"Maile, Luke",571912,2023,179,199,6,24.6,".235",".391",".308","0.699","0.156",".290","5",".307","68.3",2.8,13.4,29.6,"6.7","87.7","14.7",37.4,10.7,6.1,63.5,26.3,79.2,26
"Rengifo, Luis",650859,2023,394,445,16,18.4,".264",".444",".339","0.783","0.180",".293","6",".339","71",13.7,12.1,28.6,"7.3","89.1","11",29.7,7.6,5.1,74.5,28.7,83.1,24.5
"Langford, Wyatt",694671,2024,499,557,16,20.6,".253",".415",".325","0.740","0.162",".296","4",".321","74.5",48.2,14.2,24.4,"7","89.6","16.6",31.3,9.3,6.5,64.3,23,83.2,22.9
"Marte, Ketel",606466,2024,504,583,36,18.2,".292",".560",".372","0.932","0.268",".299","5",".391","73.7",40.6,16.2,30.5,"7.6","94","9.4",33.7,12.3,7.4,71.3,26,85.6,21.3
"DeJong, Paul",657557,2024,445,482,24,32.4,".227",".427",".276","0.703","0.200",".285","9",".302","72",15.5,8.1,18.3,"6.9","87.8","20",36.4,10.2,8.5,80.6,34.3,73.7,34.9
"Rendon, Anthony",543685,2023,148,183,2,14.8,".236",".318",".361","0.679","0.082",".268","6",".312",,,,,,"90.1","16.2",34.4,4.8,5.6,64.2,16.9,87.7,18.2
"Gordon, Nick",624503,2023,91,93,2,11.8,".176",".319",".185","0.504","0.143",".179","0",".213",,,,,,"89.1","9.2",34.6,4.9,11.1,77,39.2,88.7,20.9
"Perez, Salvador",521692,2023,538,580,23,23.3,".255",".422",".292","0.714","0.167",".294","13",".302","72.7",29.1,11.9,22.7,"7.9","90.1","15.6",38,8.8,9.7,77.5,47,80.3,30.2
"Profar, Jurickson",595777,2024,564,668,24,15.1,".280",".459",".380","0.839","0.179",".302","18",".365","71.7",22.7,10.8,27.1,"7.3","91.1","13.4",31.3,7.2,4.9,68.6,21.9,87.4,17
"Walls, Taylor",670764,2023,303,349,8,26.4,".201",".333",".305","0.638","0.132",".261","1",".287","69.3",4,4,23.8,"7.3","86.7","19.1",32.1,3.3,5.7,65.6,17.8,77.8,27.2
"Toglia, Michael",669911,2024,399,458,25,32.1,".218",".456",".311","0.767","0.238",".270","1",".329","73.2",29.3,12.5,21.4,"7.5","92.1","15.1",39.2,17.3,8.6,66.7,27.3,77.5,34.9
"Ohtani, Shohei",660271,2023,497,599,44,23.9,".304",".654",".412","1.066","0.350",".342","3",".433","77.4",73.8,15.4,19.7,"7.9","94.4","13.2",35.6,19.6,6.4,70.5,29.7,76,32.3
"Perdomo, Geraldo",672695,2024,337,388,3,14.9,".273",".374",".344","0.718","0.101",".317","3",".317","66.9",2.2,6.6,33.6,"6.8","87","16.9",28.9,3.1,3.1,58.9,19.3,89.6,12.2
"Lee, Jung Hoo",808982,2024,145,158,2,8.2,".262",".331",".310","0.641","0.069",".273","1",".284","70.6",12.9,12.4,37.1,"7.4","89.1","9.2",29.1,4.5,5.2,58,26.7,93.4,9.6
"Rosario, Amed",642708,2023,510,545,6,18.2,".263",".378",".305","0.683","0.115",".314","3",".297","71.2",15.3,9.6,24.9,"7.2","88.3","7.6",33.8,3.4,5.8,69.2,39.4,85.7,23.1
"Barger, Addison",680718,2024,208,225,7,26.7,".197",".351",".250","0.601","0.154",".239","1",".262","74.3",44.1,12.4,23.7,"7.5","88.3","12.1",32.9,8.7,5.4,61,31.5,80.3,27.6
"Volpe, Anthony",683011,2024,637,689,12,22.6,".243",".364",".293","0.657","0.121",".303","4",".287","69.3",3.7,7.9,25.5,"7.1","87.7","8.4",33.3,3.9,5.6,65.4,29.3,82.4,22.6
"Garcia, Maikel",672580,2023,464,515,4,22.3,".272",".358",".323","0.681","0.086",".344","2",".299","69.8",5,15.9,35.4,"7.1","91.8","6.1",36.9,3.9,9.4,63.6,20.6,84,19.5
"Taylor, Tyrone",621438,2023,231,243,10,22.6,".234",".446",".267","0.713","0.212",".263","3",".302","69.7",2.5,9.8,27.2,"7.4","87.7","18.2",33.9,6.8,10.2,67.2,35.9,83.9,24.9
"Marte, Noelvi",682622,2024,229,242,4,31,".210",".301",".248","0.549","0.091",".291","3",".243","73.1",33.6,8.6,18.5,"7.5","87","11.4",33.5,6.5,6.5,74.4,37.1,80.9,32.1
"Harris II, Michael",671739,2023,505,539,18,18.7,".293",".477",".331","0.808","0.184",".334","5",".345","73.6",33.5,18.6,28.1,"7.9","90.9","7.6",34.6,10,5.9,68.2,38.1,81.6,24.4
"Sosa, Lenyn",672820,2023,164,173,6,23.1,".201",".348",".224","0.572","0.147",".227","0",".241","70.8",15.6,10,28.3,"7.4","89.4","14.1",30.5,7.8,6.3,65.4,40.6,83.2,24
"McCoy, Mason",669200,2024,49,57,0,33.3,".204",".245",".278","0.523","0.041",".333","0",".241","67.7",2.5,3.8,21.5,"7.4","82.9","9.3",33.3,0,0,56.9,33.6,83.3,29.5
"Herrera, Iván",671056,2024,229,259,5,20.5,".301",".428",".372","0.800","0.127",".370","2",".351","73.3",33.6,13.5,24.5,"7.5","89.3","9.2",38.2,9,6.7,60,26.6,84.2,24.8
"Lowe, Josh",666139,2024,353,387,10,31.8,".241",".391",".302","0.693","0.150",".338","0",".299","73.3",32.7,9.2,19.2,"7.2","90.8","16.9",37.9,10.3,6.5,69.5,33.3,73.7,31.9
"Ward, Taylor",621493,2024,585,663,25,24.6,".246",".426",".323","0.749","0.180",".294","7",".325","69.8",8.4,11.4,29.6,"7.1","90.9","17.4",41.9,13,6.7,64.8,20.8,82.3,25.5
"Hilliard, Sam",656541,2024,138,158,10,35.4,".239",".507",".305","0.812","0.268",".311","0",".342","75.3",52.7,12.2,19.1,"7.3","94.6","16.5",30.7,14.8,2.3,66.7,27.8,69.8,40.8
"Wells, Austin",669224,2024,354,414,13,21,".229",".395",".322","0.717","0.166",".261","5",".315","72.4",21.7,12.1,23.3,"7.4","88.4","17.1",34.5,9.1,7.3,73.2,25.5,79.9,27.3
"Campusano, Luis",669134,2024,277,299,8,13.7,".227",".361",".281","0.642","0.134",".240","1",".282","69.2",7.2,9.9,30,"7.6","87.7","9.9",27.4,4.6,4.6,69.1,31.8,85.4,20.5
"Taylor, Samad",669392,2023,60,69,0,31.9,".200",".267",".279","0.546","0.067",".308","0",".248","69.7",8.1,6.5,14.5,"6.9","87.5","8.7",35,10,5,68.2,30.1,74.3,31.6
"Daza, Yonathan",602074,2023,74,80,0,16.3,".270",".351",".304","0.655","0.081",".323","1",".286",,,,,,"85","13.6",30.2,1.6,4.8,69.9,45.1,91.4,19.7
"Monasterio, Andruw",655316,2023,282,315,3,21,".259",".348",".330","0.678","0.089",".326","3",".302","67.1",1.3,7.6,32.5,"6.7","88.8","17.7",41.3,5.5,5.5,61,22.3,83.8,21.7
"Knizner, Andrew",668800,2024,90,93,1,23.7,".167",".211",".183","0.394","0.044",".206","1",".174","70.3",7.9,7.9,23.8,"7","87.3","11.9",33.3,4.3,5.8,70.7,41.8,80.2,27.3
"Davis, Henry",680779,2023,225,255,7,27.1,".213",".351",".302","0.653","0.138",".273","4",".287","73.1",31.8,13.1,22.8,"7.2","88.6","12.5",35,7,5.7,62.8,29,85.2,27
"Tatis Jr., Fernando",665487,2024,398,438,21,21.9,".276",".492",".340","0.832","0.216",".316","7",".359","74.7",47.8,17,28.1,"7.3","93.5","10",33.7,14.5,6.9,74.4,28.2,80.2,28.1
"Beaty, Matt",607461,2023,61,72,0,19.4,".230",".295",".347","0.642","0.065",".298","5",".300","68.1",2,3,23,"7.2","82.3","7.5",34,0,4.3,68.8,30.8,87.5,21.2
"Sánchez, Jesús",660821,2024,489,537,18,26.1,".252",".417",".313","0.730","0.165",".315","4",".317","75.2",54.4,13.1,22.2,"7.1","92.5","7.7",31.8,12.2,7.1,73.5,36.1,77.6,31.2
"Loftin, Nick",679845,2023,62,68,0,17.6,".323",".435",".368","0.803","0.112",".392","1",".348","69.9",9.6,11.5,29.8,"7.4","86.3","10.8",31.4,7.8,5.9,71,23,83,21.4
"Del Castillo, Adrian",680728,2024,80,87,4,32.2,".313",".525",".368","0.893","0.212",".438","0",".384","72.4",17.4,7.4,20.8,"7.2","87.6","18.3",36.5,11.5,3.8,69.3,30.6,77.4,31.1
"Brosseau, Mike",670712,2023,73,78,4,25.6,".205",".397",".256","0.653","0.192",".224","1",".281",,,,,,"81.3","13.4",32.1,7.5,5.7,64.4,28.7,74.3,31.3
"Fraley, Jake",641584,2023,336,380,15,18.7,".256",".443",".339","0.782","0.187",".283","6",".338","71.7",16.1,6.9,15.7,"7.1","84.6","16.5",38,6.4,7.1,75.5,30.1,83.4,24.1
"Miller, Brad",543543,2023,56,67,1,16.4,".214",".339",".328","0.667","0.125",".244","0",".300","71.4",25,6.3,18.8,"7.5","87.5","7.7",26.1,6.5,2.2,56.9,24.7,83.3,22.4
"Reyes, Pablo",622569,2023,167,185,2,11.4,".287",".377",".339","0.716","0.090",".315","0",".315","69.5",4.7,13.3,38,"7.2","88.1","14.7",34,4,8.7,62,20.1,87.7,14.9
"Suzuki, Seiya",673548,2024,512,585,21,27.4,".283",".482",".366","0.848","0.199",".370","6",".365","73",35,13.8,25.7,"7.2","91.7","16.2",38.8,11.5,10.1,59.6,20.7,83.4,24.5
"Crawford, Brandon",543063,2023,283,320,7,25.3,".194",".314",".273","0.587","0.120",".241","4",".260","71.5",16.3,9.6,24,"7.6","89.8","14",32.4,10.1,4.3,74.3,31.2,80.9,29.6
"Harper, Bryce",547180,2024,550,631,30,21.9,".285",".525",".373","0.898","0.240",".331","2",".380","74",41,13.1,21,"7.3","91.1","13.5",36.1,10.6,9.6,78.2,33.4,84.9,26.7
"Grissom, Vaughn",687093,2024,105,114,0,21.1,".190",".219",".246","0.465","0.029",".244","1",".213","69.1",5.1,9.7,25.7,"7.3","86.1","8.3",41.5,4.9,3.7,62,29.5,87.3,22.4
"Pérez, Carlos",656024,2023,49,53,1,20.8,".204",".347",".264","0.611","0.143",".243","0",".267","67.6",1.4,2.7,24.3,"7.2","85.1","13.5",28.9,7.9,0,64.9,35,85.2,22.7
"Torres, Gleyber",650402,2024,587,665,15,20.5,".257",".378",".330","0.708","0.121",".306","3",".313","70.1",9,8,26,"7.2","88.6","15",38.2,6.3,6.1,69.2,21.4,81.1,22.9
"Castellanos, Nick",592206,2024,606,659,23,21.1,".254",".431",".311","0.742","0.177",".294","10",".321","71.9",22.8,8.7,23.5,"7.6","88.4","15.2",39,8.1,6.8,79,37.8,80.6,30.1
"Clement, Ernie",676391,2023,50,52,1,7.7,".380",".500",".385","0.885","0.120",".391","0",".378","65.8",1.6,3.2,46.8,"6.7","84.1","16.3",36.2,2.1,2.1,70.5,44.2,92.7,10.1
"Velazquez, Andrew",623205,2023,81,94,2,31.9,".173",".284",".264","0.548","0.111",".245","0",".249","69.9",5.3,2.6,14.5,"7.3","87.7","8.9",27.8,3.7,3.7,81.9,27.4,66.2,35.5
"Bailey, Patrick",672275,2023,326,353,7,28.3,".233",".359",".285","0.644","0.126",".314","3",".282","70",6.8,7.7,21.4,"7.3","88.7","10.2",36.2,10,4.4,65,26.6,81.9,26.2
"Hernández, Teoscar",606192,2023,625,678,26,31.1,".258",".435",".305","0.740","0.177",".342","8",".317","74",43.5,13.3,21.1,"7.9","91.3","12.3",35.2,13.8,6.4,73,35.2,75.2,35.8
"Yoshida, Masataka",807799,2024,378,421,10,12.4,".280",".415",".349","0.764","0.135",".302","14",".336","70.9",15.2,11.7,30.1,"7.3","88","10.5",36.3,5.5,7.3,64.7,25.2,91.3,14.6
"Sánchez, Ali",645305,2024,84,96,0,25,".167",".190",".211","0.401","0.023",".230","1",".184","69.1",5,10.1,23,"7.1","86.8","7.6",26.9,4.5,3,61.1,34.5,83.1,22.6
"Semien, Marcus",543760,2024,650,718,23,14.6,".237",".391",".308","0.699","0.154",".250","3",".306","68.3",4.2,9.8,30.7,"7.7","87.4","17",33,6.6,4.8,75.9,25.2,88.1,20.2
"Wendle, Joey",621563,2023,297,318,2,21.1,".212",".306",".248","0.554","0.094",".264","2",".242","68.3",1.3,8.8,34.2,"7","89.2","3.8",31.8,3.4,5.1,62.5,33.4,83.7,25
"Fraley, Jake",641584,2024,350,382,5,18.3,".277",".386",".330","0.716","0.109",".331","3",".314","71.8",20,5.7,20.6,"7.1","84.3","11.1",34.6,3.2,3.5,81.2,31.6,84.3,21.3
"Meyers, Jake",676694,2024,461,513,13,22.8,".219",".360",".286","0.646","0.141",".263","10",".285","68.6",7.9,8,23.8,"7","88.2","14.4",34.8,6.8,8.3,68.1,31.2,83.2,27
"Cave, Jake",595909,2024,323,346,7,28.3,".251",".396",".290","0.686","0.145",".335","1",".295","69.5",7.2,6.9,22.3,"7","87.5","7.5",35.8,5.2,5.2,71,33.4,78.7,28.2
"Arias, Gabriel",672356,2023,315,345,10,32.8,".210",".352",".275","0.627","0.142",".290","1",".276","74.9",47.3,12,19,"7.5","91.1","3.7",31,9.9,5.4,76.9,33.1,70.2,37.7
"Gurriel Jr., Yuli",493329,2023,298,329,4,13.4,".245",".359",".304","0.663","0.114",".272","1",".287","70.6",7.7,7.2,32.6,"7.7","88.6","16.5",32.2,1.9,5,62.9,30.7,89.5,16
