"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","fast_swing_rate","blasts_swing","squared_up_swing","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Margot, Manuel",622534,2023,311,336,4,16.4,".264",".376",".310","0.686","0.112",".306","4",".299","71.6",16.3,10.5,23.3,"7.2","87.9","10.5",28.6,3.9,5.4,69.3,31.4,80.8,24.4
"Haggerty, Sam",664059,2023,91,108,1,15.7,".253",".341",".364","0.705","0.088",".301","1",".321","69.3",5.2,6.2,26.8,"7.2","85.9","12.1",32,1.3,1.3,73,24.9,84.9,21.6
"Ruiz, Keibert",660688,2024,459,485,13,11.1,".229",".359",".260","0.619","0.130",".232","5",".268","66.4",1,7.1,33.9,"7.1","85.4","19.8",32.2,3.2,4.1,67.4,38.2,92.8,12.1
"Ohtani, Shohei",660271,2024,636,731,54,22.2,".310",".646",".390","1.036","0.336",".336","6",".431","76.3",64,18.3,27.5,"7.7","95.8","16.2",37.8,21.5,9,69.7,26.6,76.9,29.8
"Joe, Connor",656582,2023,413,472,11,23.3,".247",".421",".339","0.760","0.174",".311","8",".332","73.8",37.5,10.3,28.2,"7.2","88.9","16.7",37.2,8.2,5.6,59.1,19.6,82.7,23.6
"Stubbs, Garrett",596117,2023,113,125,1,23.2,".204",".283",".274","0.557","0.079",".265","2",".252","67.5",2,4.9,28.4,"7","83.4","22.4",18.8,0,2.4,63.2,31.1,83,22.8
"Andujar, Miguel",609280,2023,84,90,4,14.4,".250",".476",".300","0.776","0.226",".254","0",".330","71.8",20.4,10.2,30.6,"7.7","89.2","5.3",28.2,7,4.2,64.5,39.4,88.8,21.6
"Hernández, Enrique",571771,2023,465,508,11,19.1,".237",".357",".289","0.646","0.120",".273","3",".282","72.3",23.4,9.8,27.5,"7.5","87.8","17",31,4.5,5.1,66,27.9,84.1,23.6
"Senzel, Nick",669222,2024,236,267,7,22.8,".195",".331",".283","0.614","0.136",".232","1",".273","68.7",3.1,5.3,26.1,"7.5","84","15.5",38.6,5.7,4.5,66.6,24.5,84.1,23.9
"Wells, Austin",669224,2023,70,75,4,18.7,".229",".486",".257","0.743","0.257",".226","0",".309","71.4",15,12.4,24.8,"7.4","89.5","13.6",33.3,14,7,78.9,37,80.4,29.6
"Gonzales, Nick",693304,2024,359,387,7,19.1,".270",".398",".311","0.709","0.128",".319","5",".307","71.1",12.9,10.8,25.4,"7.3","87.9","13",34.1,7.9,4.5,78.2,34.1,82.6,24.9
"Yastrzemski, Mike",573262,2024,428,474,18,26.2,".231",".437",".302","0.739","0.206",".282","6",".319","70.9",5.5,10.7,26.9,"7.6","90.4","19.1",33,10.5,6.5,63.7,23.8,79.4,26.1
"Pillar, Kevin",607680,2023,197,206,9,24.3,".228",".416",".248","0.664","0.188",".255","0",".280","71",16.8,10.1,24,"7.8","87.9","17.8",39.3,8,6,72.8,40.4,81.9,26.5
"Solano, Donovan",456781,2023,394,450,5,22.2,".282",".391",".369","0.760","0.109",".366","15",".338","68.1",5.9,9.9,24.2,"7","90.2","13.1",43.1,6.1,8.1,64.9,29.9,83.8,25.4
"Call, Alex",669743,2024,99,113,3,16.8,".343",".525",".425","0.950","0.182",".403","2",".412","67.7",3.3,8.2,28.4,"6.8","88","12.5",28.7,5,6.3,65,19.5,83.8,18.8
"Vázquez, Christian",543877,2023,327,355,6,23.1,".223",".318",".280","0.598","0.095",".279","1",".264","66.6",1.6,6.1,28.3,"6.8","86.7","10",36,3.2,7.7,65.3,33,78.8,26.2
"Vientos, Mark",668901,2023,218,233,9,30.5,".211",".367",".253","0.620","0.156",".264","3",".267","73.7",40.2,13.6,24.1,"7.5","92.5","9.5",24.2,10.7,6,70.1,36.4,71.7,36.7
"Giménez, Andrés",665926,2023,557,616,15,18.2,".251",".399",".314","0.713","0.148",".289","20",".309","68.8",5.8,7.5,23,"7","84.8","13.1",29.9,5.5,4.2,71,40,80.4,25.4
"Gonzalez, Romy",663853,2024,199,216,6,26.9,".266",".417",".306","0.723","0.151",".338","1",".311","74.1",38.4,15.6,23.8,"7","92.3","3.7",29.7,8.3,9,75.9,36.7,82.8,29.2
"Adell, Jo",666176,2023,58,62,3,40.3,".207",".448",".258","0.706","0.241",".300","0",".299","79.2",87.8,8.2,11.2,"7.9","87.3","12.6",18.2,9.1,3,70.9,31.5,72.6,38.5
"McCarthy, Jake",664983,2024,442,495,8,15.8,".285",".400",".349","0.749","0.115",".329","14",".329","67.3",3.1,5.7,26.5,"6.7","84.5","9.1",30.4,2.7,4.3,67,31.1,91.1,17.6
"Rooker Jr., Brent",667670,2023,463,526,30,32.7,".246",".488",".329","0.817","0.242",".317","10",".348","73.6",33.5,13.1,22.3,"7.2","91.6","17.6",37.3,15.6,7.1,66.1,27.3,73.4,38.2
"Cowser, Colton",681297,2023,61,77,0,28.6,".115",".148",".286","0.434","0.033",".175","2",".226","70.8",14,6,18,"6.9","87.4","4.6",37.5,2.5,5,61.8,20.9,76.6,26.5
"Vaughn, Andrew",683734,2024,570,619,19,21.3,".246",".402",".297","0.699","0.156",".285","6",".304","70.8",12,12.9,28.3,"7.6","90.3","16.6",33.6,9.3,8.4,66.7,33,88.2,22
"Davis, J.D.",605204,2024,142,157,4,24.8,".218",".338",".293","0.631","0.120",".273","3",".282","72.5",18.1,10.9,22.3,"7.3","89.1","2.8",24.3,8.7,5.8,74.4,24.7,68.9,34.8
"Tapia, Raimel",606132,2023,148,169,3,23.7,".236",".338",".317","0.655","0.102",".302","1",".293","71.2",16.3,7,11.6,"6.8","85.4","1.6",31.8,6.4,4.5,62.6,39.2,75.3,29
"Nuñez, Nasim",683083,2024,61,78,0,19.2,".246",".262",".370","0.632","0.016",".326","0",".300","66.5",1,3,21.2,"6.7","83.3","-1.9",17.6,0,3.9,61.3,21,84.7,19.5
"Maldonado, Martín",455117,2023,362,407,15,34.2,".191",".348",".258","0.606","0.157",".260","3",".266","71.7",15.3,8.5,18.6,"7.7","88.4","18.1",32.8,8.5,7.7,65.5,32.8,75.2,34.3
"Castro, Rodolfo",666801,2023,227,256,6,28.9,".211",".322",".297","0.619","0.111",".284","5",".277","71.9",17.5,8.8,14,"7.6","87.2","7.6",27.9,7.8,2.6,68.5,27.4,77.2,32.9
"Cron, C.J.",543068,2023,258,278,12,23.4,".248",".434",".295","0.729","0.186",".284","1",".312","73.6",48.4,11,16.8,"8.2","87.7","12.8",31.8,13.8,6.7,63.6,31.9,79.5,28.3
"Stefanic, Michael",683021,2024,110,124,0,16.1,".218",".255",".301","0.556","0.037",".267","3",".258","64.4",0.6,3.1,34.4,"6.3","85.1","7",24.2,1.1,1.1,55.3,23.2,93.4,10.5
"Bregman, Alex",608324,2023,622,724,25,12,".262",".441",".363","0.804","0.179",".270","8",".351","70.2",5.5,11.5,38.9,"6.9","88.6","17.6",35.8,5.4,10.1,61.1,18.6,91.3,14.1
"Noda, Ryan",676116,2023,406,495,16,34.3,".229",".406",".364","0.770","0.177",".347","10",".342","72.2",26.6,11,19.5,"7.3","91.2","16",38.2,13,8.8,65.7,19.2,72.1,36.9
"Motter, Taylor",600301,2023,76,82,0,37.8,".171",".211",".232","0.443","0.040",".289","1",".204","72.8",26.7,10.9,17.8,"7.4","87","19.2",37.8,8.9,11.1,69.8,30.2,78.8,29
"Longoria, Evan",446334,2023,211,237,11,30.8,".223",".422",".295","0.717","0.199",".277","0",".308","71.9",20,10.4,30.4,"7.7","92.2","15.6",37.6,10.6,8.5,58,29.2,79.1,29
"Happ, Ian",664023,2023,580,691,21,22.1,".248",".431",".360","0.791","0.183",".299","6",".345","71.8",19.3,10.1,26.6,"6.9","89.9","13",36.7,9,5.5,66.9,22.9,81.4,25.3
"Robles, Victor",645302,2024,254,295,4,18,".307",".433",".381","0.814","0.126",".370","11",".357","68.3",2.5,6.1,26.8,"6.9","86.7","14.8",34.8,6.2,4.8,78.8,33.2,81,24.7
"Trout, Mike",545361,2023,308,362,18,28.7,".263",".490",".367","0.857","0.227",".335","7",".368","72.9",14.3,0,0,"7.4","91.9","19.3",38.3,16,5.8,69.8,19.7,75.9,29.3
"Velázquez, Nelson",676369,2024,205,230,8,26.5,".200",".366",".274","0.640","0.166",".237","3",".280","73.4",34.6,9.1,21.4,"7.5","88.2","17.4",29.9,8.8,6.8,70.6,25.6,76.7,35.5
"Drury, Brandon",592273,2023,485,523,26,26,".262",".497",".306","0.803","0.235",".308","8",".339","71.7",17.2,14.3,23.3,"7.5","89.9","11.8",35,11,7.6,69.2,34.9,79.8,30.2
"Jung, Jace",690291,2024,79,94,0,30.9,".241",".304",".362","0.666","0.063",".380","0",".308","70.5",10.5,7.9,17.8,"7.3","86.4","11",32,4,2,64.8,26.3,80.3,31.1
"Castro, Willi",650489,2024,558,635,12,23.6,".247",".385",".331","0.716","0.138",".315","21",".317","70.6",15.5,8.7,21,"7.1","87.4","13.6",39,7,8,72.7,31.7,82.2,29
"Fortes, Nick",663743,2024,308,335,4,12.2,".227",".318",".259","0.577","0.091",".246","4",".252","71.3",19.4,8.7,26.9,"7.1","84.3","15.4",29,1.4,2.9,65.6,31.5,88.4,13.2
"Haase, Eric",606992,2023,274,293,4,27.6,".201",".281",".247","0.528","0.080",".268","0",".233","72.5",20.7,5.2,17.2,"7.3","87.1","13.4",29.2,4.6,7.2,72.2,36.3,77.4,32.6
"Jeffers, Ryan",680777,2024,412,465,21,20.2,".226",".432",".300","0.732","0.206",".238","14",".317","72.9",34.1,10.5,21.6,"7.5","86.9","16.2",31.7,8.3,5.8,64.1,34.3,84,23.6
"Adams, Riley",656180,2023,143,158,4,28.5,".273",".476",".331","0.807","0.203",".368","2",".344","75.2",54.2,16.1,22,"8.1","89.9","18.1",42,5,12,71.2,34.4,81.8,28.3
"Singleton, Jon",572138,2023,91,105,2,21.9,".165",".264",".267","0.531","0.099",".194","0",".244","71.6",17,11.3,27.4,"7.2","88.9","17.5",27.5,5.8,8.7,64.4,23.7,86.4,22.3
"García, Avisaíl",541645,2023,108,118,3,33.1,".185",".315",".241","0.556","0.130",".258","2",".241","71.9",23.2,7.2,18.8,"7.5","90.4","10.2",27.5,11.6,8.7,76.4,35.4,78.9,37.3
"Varsho, Daulton",662139,2023,527,581,20,23.2,".220",".389",".285","0.674","0.169",".256","4",".293","74.6",47.1,9,19,"7.8","87.8","20.5",34.3,7.3,7.3,70.6,28.1,81.8,24.7
"Kepler, Max",596146,2023,438,491,24,21.6,".260",".484",".332","0.816","0.224",".288","4",".348","72.3",23.4,14,28.2,"7.5","91.9","14.7",35.7,12.2,8.6,70.2,24.9,88.1,19.8
"Donovan, Brendan",680977,2023,327,371,11,14.3,".284",".422",".365","0.787","0.138",".311","9",".345","69.6",3.5,14.1,36.5,"6.8","89.3","10.6",37.3,5.8,7.6,63.4,22.9,90.6,14.8
"Votto, Joey",458015,2023,208,242,14,25.6,".202",".433",".314","0.747","0.231",".212","7",".326","68.7",6.2,8.8,29.2,"7.3","89.3","13.9",23.3,11,5.5,69.8,25.2,75.5,30.8
"Busch, Michael",683737,2023,72,81,2,33.3,".167",".292",".247","0.539","0.125",".227","0",".241","70.3",5.5,10.9,23.6,"7.2","89.1","4.7",15.2,6.5,6.5,70.4,29.4,77.7,30.2
"Candelario, Jeimer",600869,2024,427,463,20,24.6,".225",".429",".279","0.708","0.204",".257","6",".304","68.4",5.1,7.2,24.7,"7.8","86.9","12.4",33.9,8.2,5.7,70.1,34.6,79.1,29.1
"Rosario, Amed",642708,2024,332,346,3,21.1,".280",".380",".306","0.686","0.100",".350","4",".299","71.2",16.7,9,23.9,"7.3","86.9","4.6",33.5,4.6,3.8,72.6,38.8,85.4,24.6
"Margot, Manuel",622534,2024,315,343,4,15.7,".238",".337",".289","0.626","0.099",".273","3",".276","72",19.9,11.1,25.1,"7.3","88.2","13.8",30.9,4.9,5.3,68.4,30.3,86,20.6
"Heim, Jonah",641680,2023,457,501,18,19.2,".258",".438",".317","0.755","0.180",".289","1",".324","68.4",2.5,9.3,26.1,"7.3","89.2","17.3",34.3,8,6.9,73.8,30.5,83.2,22.5
"Gallo, Joey",608336,2023,282,332,21,42.8,".177",".440",".301","0.741","0.263",".244","2",".320","73.9",41.2,6.5,11.8,"7.5","93","26.4",28.6,19.3,5.7,71.6,25.9,65.5,44.3
"Clemens, Kody",665019,2023,139,148,4,27,".230",".367",".277","0.644","0.137",".295","1",".281",,,,,,"90.4","15.2",29.3,6.1,6.1,63.4,30.1,78.8,27.9
"Young, Jacob",696285,2024,468,521,3,19.6,".256",".331",".316","0.647","0.075",".321","12",".290","68.2",1.4,7.4,29.4,"6.9","85.8","4",28.1,1.6,2.9,60.3,27.8,84.8,19.3
"Diaz, Yainer",673237,2023,355,377,23,19.6,".282",".538",".308","0.846","0.256",".292","5",".354","73.7",36.4,12.7,25.1,"7.5","90.3","11.5",36.9,12.2,7.3,76.4,44,82.8,27.6
"McCormick, Chas",676801,2024,242,267,5,27,".211",".306",".271","0.577","0.095",".274","4",".257","70.8",12.6,7.4,20.2,"7.5","86.2","15.2",32.2,7.5,4,74.4,33.6,74.4,31.3
"García, Avisaíl",541645,2024,50,51,2,25.5,".240",".380",".255","0.635","0.140",".286","0",".274","69",2.7,8.2,17.8,"7","86.6","2.1",27,8.1,2.7,84.6,36.8,88.3,29.5
"Abreu, José",547989,2024,113,120,2,23.3,".124",".195",".167","0.362","0.071",".143","2",".164","73.1",31.4,8.2,21.4,"7.1","87.8","6.7",26.7,2.3,3.5,68.7,33.3,78.1,29.7
"Chaparro, Andrés",665953,2024,121,132,4,18.2,".215",".413",".280","0.693","0.198",".237","4",".301","72.4",21.9,9.6,18.7,"7.1","87.8","16.6",27.8,6.2,8.2,77.1,32,85.6,24.8
"Brennan, Will",686823,2024,330,353,8,13.6,".264",".388",".309","0.697","0.124",".287","3",".303","69",3.2,8.5,29,"6.8","86","13.3",31.1,4.6,4.2,75.1,33.7,86.6,18.1
"Azocar, José",640492,2023,91,102,2,23.5,".231",".363",".278","0.641","0.132",".292","2",".280","70.1",6.5,9.1,22.1,"7.1","87","12.5",31.9,6.9,1.4,70.6,46.3,82.3,23.4
"Zavala, Seby",664874,2023,175,193,7,36.3,".171",".314",".230","0.544","0.143",".230","2",".239","68.9",14.9,6.8,27,"7.2","87.5","14.9",34.9,5.5,8.3,71.2,36.3,72.8,38.4
"Raleigh, Cal",663728,2024,546,628,34,28,".220",".436",".312","0.748","0.216",".251","6",".323","74.5",45.1,11.3,20.2,"7.8","91","21.2",35.6,15.4,6.9,74,32.7,76.8,31
"Kelenic, Jarred",672284,2024,412,449,15,29.6,".231",".393",".286","0.679","0.162",".300","1",".294","72.7",24.8,11.1,23.5,"7.3","89.8","16",38.2,9.9,8.8,69.2,29.8,76.7,33.4
"Ford, Mike",645801,2024,60,62,1,24.2,".150",".233",".177","0.410","0.083",".182","0",".180","69.8",11,9,25,"6.9","86.4","17.5",28.9,2.2,4.4,72.3,28.2,76.5,25.4
"Meadows, Parker",678009,2024,270,298,9,25.5,".244",".433",".310","0.743","0.189",".306","1",".321","70.5",9.6,8.6,23.5,"7.3","87","18.5",34.7,7.7,6.1,65.9,25.8,83.1,27
"Haase, Eric",606992,2024,66,69,5,40.6,".273",".515",".304","0.819","0.242",".394","0",".350","71.2",10.8,10.8,23.3,"7.2","90","11.5",39.5,13.2,5.3,65.1,29.8,72.6,39.4
"Crow-Armstrong, Pete",691718,2024,372,410,10,23.9,".237",".384",".286","0.670","0.147",".292","6",".289","70.6",8,8.8,23.7,"7.2","88.9","17.2",33.3,7.4,6,79.7,41.4,73.2,29.9
"Williams, Luke",663897,2024,46,52,0,25,".196",".261",".275","0.536","0.065",".273","1",".246","70.3",3.9,3.9,26,"7.7","89.6","18.6",23.5,2.9,5.9,72.8,28.7,85.1,25.6
"Casali, Curt",592200,2024,108,125,1,17.6,".194",".250",".293","0.543","0.056",".235","2",".254","66.8",1.2,2.3,27.7,"7.3","83","20",34.1,1.1,3.4,65.3,18.7,84.8,19.4
"Kim, Ha-Seong",673490,2024,403,470,11,16.4,".233",".370",".330","0.700","0.137",".261","2",".308","69",7.7,11.2,30.6,"6.8","87.9","15.1",36.6,4.8,4.8,55.2,18.6,86.4,16.1
"Amaya, Miguel",665804,2023,131,156,5,25.6,".214",".359",".329","0.688","0.145",".264","11",".310","73.6",36.7,7.2,18.7,"7.4","87","18.6",34.4,9.7,6.5,64.4,28.2,82.1,27.3
"Jansen, Danny",643376,2023,268,301,17,20.6,".228",".474",".312","0.786","0.246",".233","10",".336","70.9",13.5,9.4,24.1,"6.8","88.3","19.7",35.4,10.7,7.8,69.4,25,83.9,22.9
"Rutschman, Adley",668939,2024,571,638,19,16.1,".250",".391",".318","0.709","0.141",".272","2",".309","69.1",6.4,9,30,"6.9","88.2","18.8",35.4,6.1,4.8,60.1,28.9,87.9,17.1
"Muncy, Max",571970,2024,237,293,15,26.3,".232",".494",".358","0.852","0.262",".265","5",".362","71.3",14.9,10,23.5,"7.2","90.2","26.6",32.5,10.8,11.4,63.7,20.3,76.2,31
"Triolo, Jared",669707,2023,181,209,3,30.1,".298",".398",".388","0.786","0.100",".440","3",".350","69.3",2,7.7,24.2,"8","86.6","10.6",39.5,5.9,6.7,62.8,25.9,77.3,32.4
"Rojas, Miguel",500743,2024,307,337,6,10.1,".283",".410",".337","0.747","0.127",".301","3",".327","67.9",4.2,7.3,32.2,"7","85","9.7",33.2,2.5,2.2,65.3,27.3,90.8,13.9
"Davis, J.D.",605204,2023,480,546,18,27.8,".248",".412",".325","0.737","0.164",".320","6",".321","72.2",18.7,8.7,21.8,"7.3","91.1","7.8",33.5,9.6,6.3,79.1,26.5,73.2,34
"Rortvedt, Ben",666163,2023,68,79,2,24.1,".118",".221",".241","0.462","0.103",".128","0",".219","70.9",3.8,7.5,23.6,"6.8","88","16.3",34.7,6.1,0,63.5,21.5,80.2,27.9
"Pasquantino, Vinnie",686469,2024,496,554,19,12.8,".262",".446",".315","0.761","0.184",".265","4",".325","71.7",19.8,14.1,32.1,"7.4","91","14.6",31.9,7.1,8.9,66.3,30.7,91.9,14.5
"Vargas, Ildemaro",545121,2024,272,303,1,10.2,".246",".316",".295","0.611","0.070",".269","2",".271","69.6",8.4,7.7,35.6,"7.2","87","4",29.5,1.2,4,62.8,30.1,91.5,12.6
"Goodman, Hunter",696100,2024,211,224,13,28.6,".190",".417",".228","0.645","0.227",".199","3",".274","74.9",50.6,7.7,15.8,"7.3","88.2","16.5",32.9,12.8,6.7,78.1,39.9,80.4,31.5
"Amaya, Jacob",676070,2024,68,72,0,38.9,".176",".191",".222","0.413","0.015",".300","0",".190","67.5",0,8.3,29.2,"7.1","87.8","6.3",30,2.5,0,54.2,19.2,77.4,27.7
"Gamel, Ben",592325,2024,81,99,1,24.2,".247",".333",".384","0.717","0.086",".339","0",".327","70.5",10.8,10.8,30.8,"7.3","89.1","12.8",47.4,10.5,1.8,58.8,17,74.6,34.2
"Sánchez, Jesús",660821,2023,360,402,14,26.6,".253",".450",".327","0.777","0.197",".321","2",".334","74.4",47.1,12.5,20.2,"7","90.4","5.6",32.9,12.2,4.7,68.8,31.4,78.9,30.1
"Castro, Willi",650489,2023,358,409,9,24.2,".257",".411",".339","0.750","0.154",".328","12",".327","72",23.8,8.8,17.9,"7.3","86.5","15.1",34.5,6.8,4.9,69,34.6,81.9,27.9
"Stallings, Jacob",607732,2023,241,276,3,24.3,".191",".286",".278","0.564","0.095",".249","3",".256","67.2",0.5,7.7,33.3,"7.1","89.7","9.1",28.5,5.6,5.6,59.4,22.6,86.6,22.8
"Casali, Curt",592200,2023,80,96,0,24,".175",".200",".290","0.490","0.025",".246","2",".239","69.3",0,25,25,"7.6","85.1","21",30,1.7,6.7,69,22.3,82.2,24.7
"Serven, Brian",661531,2024,63,71,0,31,".159",".222",".243","0.465","0.063",".244","2",".217","70.3",5.9,4.9,22.5,"7.5","84.7","20.6",35.7,2.4,9.5,63.2,31.2,82.1,23.6
"Stewart, DJ",621466,2023,160,185,11,30.3,".244",".506",".333","0.839","0.262",".298","7",".358","71",12.9,8.8,19.4,"7.2","89.9","16.5",34,12.3,10.4,77.8,25.8,71.4,35.8
"Dozier, Hunter",641531,2023,82,91,2,31.9,".183",".305",".253","0.558","0.122",".250","0",".247",,,,,,"84.4","12.3",29.6,3.7,3.7,70.1,28.9,78.7,33.1
"Ford, Mike",645801,2023,219,251,16,32.3,".228",".475",".323","0.798","0.247",".276","7",".343","71.1",15,10.9,18.6,"7.1","88.8","21",33.1,17.3,5,64.6,22.9,80.4,30.4
"Trammell, Taylor",666211,2023,46,56,3,39.3,".130",".326",".286","0.612","0.196",".143","1",".279","69.1",33.3,0,0,"8.6","91.5","26.2",16.7,16.7,8.3,65.9,17.8,61.7,42.2
"Guillorme, Luis",641645,2024,161,187,0,19.3,".205",".273",".301","0.574","0.068",".260","0",".263","64.9",1,3.8,32.2,"7.5","85.5","5.7",32.8,2.3,3.1,60.4,23.9,85.2,18.9
"Torkelson, Spencer",679529,2024,342,381,10,27.6,".219",".374",".295","0.669","0.155",".285","4",".295","73.6",30.3,9.7,20.5,"7.5","89","20.2",31.5,6.7,5,66.9,23.2,82.3,26.6
"Ramos, Bryan",682868,2024,99,108,3,20.4,".202",".333",".252","0.585","0.131",".227","0",".257","72",20.4,13.6,30.2,"8.5","90.1","11.8",35.9,6.4,6.4,61.2,25.5,80.2,29
"Guillorme, Luis",641645,2023,107,120,1,23.3,".224",".327",".288","0.615","0.103",".291","0",".269","65.2",0,0,36,"7.2","85.9","11.8",31.7,1.2,2.4,59.3,23.3,88.8,17.6
"Moncada, Yoán",660162,2023,334,357,11,30,".260",".425",".305","0.730","0.165",".350","2",".315","74.2",42.7,11.9,22.6,"7.7","89.4","12.3",42.5,10.1,8.3,66.1,28.2,78.9,30.7
"Hernández, Teoscar",606192,2024,589,652,33,28.8,".272",".501",".339","0.840","0.229",".344","8",".360","73.2",31.7,12.5,19.9,"7.8","90.6","10.3",33.8,14.9,7.5,74.7,28.7,75,34
"Machado, Manny",592518,2024,593,643,29,19.3,".275",".472",".325","0.797","0.197",".302","1",".340","75.2",52.6,16.4,25.1,"7.8","92.5","12.7",33.8,11,5.9,72.4,29.7,83.8,24.4
"Goldschmidt, Paul",502671,2023,593,687,25,23.4,".268",".447",".363","0.810","0.179",".327","3",".350","72.1",18.7,11.9,22.2,"7.5","91.3","12.8",35.6,12,8.5,61.8,26.5,76.8,27.5
"Nola, Austin",543592,2023,130,154,1,20.1,".146",".192",".260","0.452","0.046",".184","2",".220","66.1",0,0,75,"7.4","85.8","15",24.3,1,1.9,56.6,21.1,88,16.1
"Dubón, Mauricio",643289,2024,402,428,4,12.9,".269",".361",".296","0.657","0.092",".299","2",".286","69.4",6.6,5.6,27.4,"7.6","86.1","14.6",30.4,2.8,3.1,79.4,41.2,83.7,18.8
"Pérez, Carlos",542208,2023,168,189,6,21.2,".226",".357",".293","0.650","0.131",".256","4",".285","70.3",4,8,24,"7.9","89.2","16",33.3,5.3,6.1,65,29,86.3,21.5
"Campusano, Luis",669134,2023,163,174,7,12.1,".319",".491",".356","0.847","0.172",".331","3",".364","68.7",5.7,11.8,31.7,"7.6","88.5","13.2",38.5,7.7,5.6,74,35.5,86,18.1
"Carpenter, Kerry",681481,2023,418,459,20,25.1,".278",".471",".340","0.811","0.193",".338","8",".347","70.6",9.1,9.7,24.4,"7.4","90.1","13.1",37.2,10.2,8.6,72.2,33.4,81.5,27
"Pinto, René",650907,2023,103,105,6,32.4,".252",".456",".267","0.723","0.204",".317","0",".306","72.9",25.4,8.3,21.2,"7.2","90.5","16.9",44.9,15.9,5.8,76,29.9,67.9,38
"Vavra, Terrin",679631,2023,49,56,0,21.4,".245",".245",".315","0.560","0.000",".324","0",".261",,,,,,"86.8","9.5",43.6,5.1,5.1,74.3,31.8,84.6,27.7
"Rodgers, Brendan",663898,2024,501,539,13,24.5,".267",".407",".314","0.721","0.140",".338","4",".314","71.7",25.2,11,24.1,"7.1","89.3","4.9",33.1,5.6,7,69.2,29.1,84.8,25.9
"Chourio, Jackson",694192,2024,528,573,21,21.1,".275",".464",".327","0.791","0.189",".320","3",".339","73.2",34,13.4,25.9,"7.4","89.7","7.6",33.2,7.8,6.6,66.1,31.9,82.6,27.1
"Jung, Josh",673962,2023,478,515,23,29.3,".266",".467",".315","0.782","0.201",".340","5",".334","71.2",13.2,10.7,21.8,"7","91.8","15",41.9,11.9,7.9,72.7,32.9,79.4,29.7
"Adames, Willy",642715,2024,610,688,32,25.1,".251",".462",".331","0.793","0.211",".297","1",".342","73.6",33.2,9.8,21.1,"8.1","88.6","20.6",38.2,12,8.6,71.2,28.1,78.8,29.5
"Escobar, Eduardo",500871,2023,288,309,6,25.2,".226",".344",".269","0.613","0.118",".286","0",".267","68.3",2.4,3.9,22,"6.8","86.3","14.4",30.5,3.8,5.6,68.2,36,77.2,28.3
"India, Jonathan",663697,2024,533,637,15,19.6,".248",".392",".357","0.749","0.144",".292","15",".333","71.7",22.2,10.2,25.3,"7.2","87.2","13.5",39.3,7.7,5.8,57.6,18.4,87.6,19.2
"Burleson, Alec",676475,2024,547,595,21,12.8,".269",".420",".314","0.734","0.151",".276","4",".319","71.2",18,11.1,31,"7.5","89.7","13.6",34.3,6.5,7.1,77.6,34.5,86.5,19.2
"Knizner, Andrew",668800,2023,224,241,10,25.7,".241",".424",".287","0.711","0.183",".288","3",".306","71.4",14.1,12.6,26.7,"7","89.6","14.3",26.8,7.9,6.7,72.1,37,78,27.3
"Vogelbach, Daniel",596129,2023,275,319,13,25.4,".233",".404",".339","0.743","0.171",".282","2",".327","70.9",14.8,14.8,28.6,"7.6","91.7","14.5",31.4,9.3,8.2,50.9,21.4,86.6,21.6
"Romo, Drew",691011,2024,51,53,0,34,".176",".235",".208","0.443","0.059",".273","0",".197","68.5",3.3,1.1,16.3,"7.2","82.2","14.7",21.2,3,0,72.2,38,82.9,29.5
"Lowe, Brandon",664040,2024,385,425,21,26.4,".244",".473",".311","0.784","0.229",".287","5",".335","73.4",36,12.2,21.8,"7.1","89.8","14.5",39.6,12.4,6.9,80.3,30.7,76.2,32.7
"Kirk, Alejandro",672386,2023,372,422,8,10.7,".250",".358",".334","0.692","0.108",".265","6",".308","70.1",17.7,13.5,33.1,"7.2","87.6","6.3",31.9,5.2,5.5,57.4,26.7,92.5,12.8
"Jankowski, Travis",608671,2024,190,207,1,21.3,".200",".242",".266","0.508","0.042",".255","5",".234","67",1.9,4.2,26.8,"6.5","85.4","5.9",25.3,0.7,2.7,64.9,20.7,84.8,20.7
"Taylor, Chris",621035,2024,213,246,4,30.9,".202",".300",".298","0.598","0.098",".289","2",".272","70",7.3,5.6,19.3,"7.2","85.9","16.9",42.9,7.1,6.4,72.5,19.6,73.7,31.3
"Taylor, Michael A.",572191,2023,355,388,21,33.5,".220",".442",".278","0.720","0.222",".278","3",".308","74.4",46.4,12.1,17.6,"7.3","88.1","13.4",30.6,13.5,6.6,68.8,31.2,75,34.1
"Trevino, Jose",624431,2024,209,234,8,17.5,".215",".354",".288","0.642","0.139",".228","2",".284","68.9",3.7,9.8,34,"7","88.1","9.9",26.9,5.3,3.5,53.5,28.7,89.7,18.7
"Contreras, William",661388,2024,595,679,23,20.5,".281",".466",".365","0.831","0.185",".330","3",".359","74.7",50.4,15.6,26.1,"7.3","92.8","6.1",29,10,7.8,71,25.6,80.7,27.8
